Game.ID,Date,Away.Team,Away.Team.ID,A.Score,DaysofRest.Away.Team,Home.Team,H.Team.ID,No.of.Players.H,No.of.Players.A,H.Score,DaysofRest.Home.Team,A.Player1,A.MP1,WA1,A.Player2,A.MP2,WA2,A.Player3,A.MP3,WA3,A.Player4,A.MP4,WA4,A.Player5,A.MP5,WA5,A.Player6,A.MP6,WA6,A.Player7,A.MP7,WA7,A.Player8,A.MP8,WA8,A.Player9,A.MP9,WA9,A.Player10,A.MP10,WA10,A.Player11,A.MP11,WA11,A.Player12,A.MP12,WA12,H.Player1,MP1,WH1,H.Player2,MP2,WH2,H.Player3,MP3,WH3,H.Player4,MP4,WH4,H.Player5,MP5,WH5,H.Player6,MP6,WH6,H.Player7,MP7,WH7,H.Player8,MP8,WH8,H.Player9,MP9,WH9,H.Player10,MP10,WH10,H.Player11,MP11,WH11,H.Player12,MP12,WH12
259,30/11/2015,Denver Nuggets,8,74,2,Milwaukee Bucks,17,12,11,92,1,112,34.41666667,0.143402778,155,28.51666667,0.118819444,391,25.36666667,0.105694444,424,24.11666667,0.100486111,295,22.66666667,0.094444444,528,29.53333333,0.123055556,205,24.73333333,0.103055556,115,20.88333333,0.087013889,253,19.08333333,0.079513889,311,9.583333333,0.039930556,372,1.1,0.004583333,NA,0,0,240,32.5,0.137449778,398,30.95,0.130894481,305,30.86666667,0.130542046,179,24.96666667,0.105589624,174,19.85,0.083950095,368,30.16666667,0.127581589,199,25.81666667,0.109184465,254,23.3,0.098540918,426,7.383333333,0.03122577,258,3.55,0.015013745,514,3.55,0.015013745,86,3.55,0.015013745
260,30/11/2015,Dallas Mavericks,7,98,2,Sacramento Kings,26,10,12,112,2,527,36.01666667,0.150813036,128,34.66666667,0.145160165,137,28.76666667,0.120455021,534,28.51666667,0.119408193,77,24.1,0.10091423,431,25.83333333,0.108172238,133,24.9,0.10426408,147,12.23333333,0.051224789,229,9.683333333,0.040547142,80,9.466666667,0.039639891,255,3.45,0.014446228,280,1.183333333,0.004954986,125,37.88333333,0.157847222,445,34.95,0.145625,421,29.75,0.123958333,42,17.55,0.073125,529,12.31666667,0.051319444,400,32.75,0.136458333,116,27.88333333,0.116180556,461,19.61666667,0.081736111,346,15.4,0.064166667,310,11.9,0.049583333,NA,0,0,NA,0,0
261,30/11/2015,Golden State Warriors,10,106,2,Utah Jazz,29,10,12,103,2,143,38.31666667,0.159652778,475,37.26666667,0.155277778,308,35.8,0.149166667,27,21.83333333,0.090972222,58,12.36666667,0.051527778,22,26.51666667,0.110486111,166,23.71666667,0.098819444,465,19.31666667,0.080486111,330,11.06666667,0.046111111,186,6.133333333,0.025555556,358,4.35,0.018125,213,3.316666667,0.013819444,177,37.83333333,0.157638889,446,37.33333333,0.155555556,440,34.33333333,0.143055556,129,34.13333333,0.142222222,428,14.66666667,0.061111111,10,28.58333333,0.119097222,508,22.06666667,0.091944444,507,18.81666667,0.078402778,247,10.81666667,0.045069444,509,1.416666667,0.005902778,NA,0,0,NA,0,0
262,01/12/2015,Phoenix Suns,24,91,2,Brooklyn Nets,3,10,10,94,2,57,37.66666667,0.156944444,157,37.51666667,0.156319444,11,34.95,0.145625,406,31.25,0.130208333,356,28.08333333,0.117013889,376,19.11666667,0.079652778,481,18.86666667,0.078611111,443,13.18333333,0.054930556,259,11.73333333,0.048888889,132,7.633333333,0.031805556,NA,0,0,NA,0,0,63,36.83333333,0.153482881,489,35.61666667,0.148413084,248,35.26666667,0.14695465,224,29.58333333,0.123272449,442,22.76666667,0.094867699,464,30.28333333,0.126189319,525,20.35,0.084797555,49,18.15,0.075630252,491,11.1,0.046253212,355,0.033333333,0.000138899,NA,0,0,NA,0,0
263,01/12/2015,Washington Wizards,30,97,3,Cleveland Cavaliers,6,11,9,85,3,403,41.8,0.174166667,51,41.5,0.172916667,257,40.93333333,0.170555556,345,32.71666667,0.136319444,218,31.63333333,0.131805556,168,27.58333333,0.114930556,423,14.1,0.05875,314,9.083333333,0.037847222,291,0.65,0.002708333,NA,0,0,NA,0,0,NA,0,0,331,37.38333333,0.155763889,198,36.2,0.150833333,300,32.73333333,0.136388889,378,27.86666667,0.116111111,498,8.916666667,0.037152778,363,27.43333333,0.114305556,510,27.3,0.11375,434,17.85,0.074375,212,13.83333333,0.057638889,19,9.333333333,0.038888889,216,1.15,0.004791667,NA,0,0
264,01/12/2015,Orlando Magic,22,96,2,Minnesota Timberwolves,18,10,10,93,2,394,37.38333333,0.155763889,500,34.85,0.145208333,151,34.26666667,0.142777778,164,27.93333333,0.116388889,79,16.81666667,0.070069444,29,31,0.129166667,522,27.56666667,0.114861111,2,13.33333333,0.055555556,225,10.56666667,0.044027778,463,6.283333333,0.026180556,NA,0,0,NA,0,0,30,36.25,0.151031178,436,26.65,0.111033956,301,23.11666667,0.096312756,287,22.2,0.092493577,299,20.41666667,0.085063537,178,29,0.120824943,532,28.5,0.118741754,384,24.33333333,0.101381848,462,16.6,0.069161864,484,12.95,0.053954586,NA,0,0,NA,0,0
265,01/12/2015,Memphis Grizzlies,15,113,2,New Orleans Pelicans,19,11,10,104,3,343,42.18333333,0.175776096,232,31.01666667,0.129245086,533,26.18333333,0.109104799,370,24.38333333,0.101604278,502,14.88333333,0.062018196,103,33.65,0.140218071,361,27.18333333,0.113271755,352,23.61666667,0.098409612,215,9,0.037502604,523,7.883333333,0.032849503,NA,0,0,NA,0,0,33,41.1,0.171261893,518,31.3,0.130425724,16,28.26666667,0.117785957,278,25.96666667,0.108201958,14,12.6,0.052503646,449,33.45,0.139384679,397,22.71666667,0.094659351,158,19.5,0.081255643,191,14.23333333,0.059309674,114,5.616666667,0.023404403,399,5.233333333,0.02180707,NA,0,0
266,01/12/2015,Los Angeles Lakers,14,91,2,Philadelphia 76ers,23,10,10,103,2,264,37.73333333,0.157222222,105,36.93333333,0.153888889,444,32.96666667,0.137361111,309,31.7,0.132083333,279,28.36666667,0.118194444,335,21.33333333,0.088888889,365,18.76666667,0.078194444,54,15.03333333,0.062638889,388,11.95,0.049791667,328,5.216666667,0.021736111,NA,0,0,NA,0,0,437,34.46666667,0.143611111,235,30.81666667,0.128402778,189,30.31666667,0.126319444,201,29.85,0.124375,203,18.7,0.077916667,185,28.63333333,0.119305556,386,26.31666667,0.109652778,480,20.55,0.085625,390,14.5,0.060416667,416,5.85,0.024375,NA,0,0,NA,0,0
267,01/12/2015,Dallas Mavericks,7,115,1,Portland Trail Blazers,25,10,10,112,1,128,44.75,0.168867925,527,40.43333333,0.152578616,431,39.73333333,0.149937107,534,38.05,0.143584906,137,36.51666667,0.137798742,133,23.55,0.088867925,80,17.53333333,0.066163522,147,13.11666667,0.049496855,255,8.566666667,0.032327044,280,2.75,0.010377358,NA,0,0,NA,0,0,109,41.25,0.155670168,68,39.7,0.149820743,360,20.88333333,0.078809988,5,18.26666667,0.068935153,395,5.75,0.021699478,15,34.71666667,0.131014529,366,31.88333333,0.120322033,150,31.61666667,0.11931568,173,23.53333333,0.088810617,364,17.38333333,0.06560161,NA,0,0,NA,0,0
268,02/12/2015,Toronto Raptors,28,96,3,Atlanta Hawks,1,10,9,86,2,318,37.25,0.155208333,124,35.6,0.148333333,45,26.81666667,0.111736111,126,23.08333333,0.096180556,339,19.76666667,0.082361111,100,33.5,0.139583333,486,24.68333333,0.102847222,410,22.83333333,0.095138889,337,16.46666667,0.068611111,NA,0,0,NA,0,0,NA,0,0,414,34.03333333,0.141805556,233,33.58333333,0.139930556,488,33.31666667,0.138819444,6,31.71666667,0.132152778,317,30.5,0.127083333,296,25.8,0.1075,373,19.16666667,0.079861111,127,14.41666667,0.060069444,374,11.08333333,0.046180556,322,6.383333333,0.026597222,NA,0,0,NA,0,0
269,02/12/2015,Golden State Warriors,10,116,2,Charlotte Hornets,4,12,12,99,3,475,30.81666667,0.131667023,143,30.81666667,0.131667023,308,29.1,0.124332408,27,22.83333333,0.097557502,58,20.46666667,0.087445702,465,24.96666667,0.106672363,22,19.1,0.081606494,166,16.16666667,0.06907356,358,11.23333333,0.047995443,330,11.23333333,0.047995443,213,9,0.038453322,186,8.316666667,0.035533718,292,30.81666667,0.13198658,389,30.2,0.129345421,359,30.15,0.129131273,96,17.15,0.07345278,404,4.75,0.020344065,167,26.66666667,0.114212292,237,21.26666667,0.091084303,473,20.18333333,0.086444429,59,19.86666667,0.085088158,238,13.4,0.057391677,515,10.66666667,0.045684917,511,8.366666667,0.035834107
270,02/12/2015,Denver Nuggets,8,90,2,Chicago Bulls,5,10,11,99,2,112,34.98333333,0.145763889,155,30.28333333,0.126180556,295,28.6,0.119166667,424,21.06666667,0.087777778,391,10.13333333,0.042222222,528,26.93333333,0.112222222,253,21.35,0.088958333,115,19.4,0.080833333,205,17.71666667,0.073819444,194,15.66666667,0.065277778,372,13.86666667,0.057777778,NA,0,0,243,39.43333333,0.164305556,130,37,0.154166667,412,36.4,0.151666667,504,19.06666667,0.079444444,392,4.65,0.019375,244,34.91666667,0.145486111,142,29.41666667,0.122569444,482,19.55,0.081458333,149,10.5,0.04375,1,9.066666667,0.037777778,NA,0,0,NA,0,0
271,02/12/2015,Phoenix Suns,24,122,1,Detroit Pistons,9,9,10,127,2,157,40.83333333,0.154068671,406,39.01666667,0.147214187,259,38.6,0.145642058,57,38.01666667,0.143441077,11,14.7,0.055464721,376,39.08333333,0.147465728,132,22.83333333,0.086152685,481,21.46666667,0.080996101,443,6.8,0.02565715,99,3.683333333,0.013897623,NA,0,0,NA,0,0,297,46.15,0.174150943,21,42.11666667,0.158930818,347,41.96666667,0.15836478,433,39.93333333,0.150691824,162,34.73333333,0.131069182,474,21.2,0.08,35,15.1,0.056981132,476,13.06666667,0.049308176,37,10.73333333,0.040503145,NA,0,0,NA,0,0,NA,0,0
272,02/12/2015,New Orleans Pelicans,19,101,1,Houston Rockets,11,9,11,108,2,33,34.81666667,0.145069444,158,33.31666667,0.138819444,518,32.13333333,0.133888889,16,23.03333333,0.095972222,399,21.6,0.09,449,27.23333333,0.113472222,397,24.28333333,0.101180556,191,13.45,0.056041667,114,12.36666667,0.051527778,14,9.483333333,0.039513889,501,8.283333333,0.034513889,NA,0,0,210,37.66666667,0.156944444,146,37.41666667,0.155902778,506,32.01666667,0.133402778,409,26.21666667,0.109236111,95,15.56666667,0.064861111,512,29.41666667,0.122569444,98,25.53333333,0.106388889,485,24.7,0.102916667,350,11.46666667,0.047777778,NA,0,0,NA,0,0,NA,0,0
273,02/12/2015,Indiana Pacers,12,103,3,Los Angeles Clippers,13,12,9,91,2,413,40.63333333,0.169305556,379,34.03333333,0.141805556,171,32.66666667,0.136111111,187,26.65,0.111041667,329,20.63333333,0.085972222,441,32.25,0.134375,69,24.41666667,0.101736111,267,20.41666667,0.085069444,81,8.3,0.034583333,NA,0,0,NA,0,0,NA,0,0,46,36.38333333,0.151597222,39,34.78333333,0.144930556,121,28.1,0.117083333,336,21.35,0.088958333,197,0.3,0.00125,204,37.08333333,0.154513889,324,28.15,0.117291667,277,17.06666667,0.071111111,415,14.11666667,0.058819444,407,13.21666667,0.055069444,526,9.433333333,0.039305556,71,0.016666667,6.94E-05
274,02/12/2015,Philadelphia 76ers,23,87,1,New York Knicks,20,12,11,99,3,386,32.33333333,0.134722222,189,30.13333333,0.125555556,437,27.35,0.113958333,203,22.76666667,0.094861111,235,20.25,0.084375,185,26.66666667,0.111111111,480,26.06666667,0.108611111,390,23.76666667,0.099027778,435,18.11666667,0.075486111,416,10.36666667,0.043194444,91,2.183333333,0.009097222,NA,0,0,315,29.75,0.125492126,272,26.81666667,0.113118673,75,26.43333333,0.111501687,38,23.08333333,0.097370641,439,22.08333333,0.093152418,327,22.01666667,0.092871204,326,21.53333333,0.090832396,239,20.88333333,0.088090551,131,18.63333333,0.07859955,303,16.61666667,0.070092801,456,6.283333333,0.026504499,93,2.933333333,0.012373453
275,02/12/2015,Milwaukee Bucks,17,70,2,San Antonio Spurs,27,12,12,95,2,305,30.36666667,0.126527778,179,27.73333333,0.115555556,174,25.66666667,0.106944444,398,24.05,0.100208333,514,23.88333333,0.099513889,368,30.11666667,0.125486111,199,26.41666667,0.110069444,426,17.33333333,0.072222222,254,13.18333333,0.054930556,258,7.083333333,0.029513889,375,7.083333333,0.029513889,86,7.083333333,0.029513889,288,25.1,0.107763864,323,22.76666667,0.097745975,113,20.6,0.088443649,494,19.73333333,0.084722719,503,18.45,0.07921288,50,25.21666667,0.108264758,411,22.46666667,0.096457961,262,20.15,0.086511628,316,18.63333333,0.08,120,18.15,0.077924866,342,11.51666667,0.049445438,427,10.13333333,0.043506261
276,02/12/2015,Los Angeles Lakers,14,108,1,Washington Wizards,30,11,9,104,1,264,35.95,0.149791667,309,35.56666667,0.148194444,444,31.33333333,0.130555556,279,31.23333333,0.130138889,105,27.46666667,0.114444444,335,32.58333333,0.135763889,328,16.76666667,0.069861111,54,16.66666667,0.069444444,365,12.43333333,0.051805556,NA,0,0,NA,0,0,NA,0,0,51,37.71666667,0.157152778,345,37.16666667,0.154861111,257,36.31666667,0.151319444,218,31.68333333,0.132013889,403,30.26666667,0.126111111,168,15.21666667,0.063402778,170,12.56666667,0.052361111,423,11.75,0.048958333,314,11.11666667,0.046319444,451,10.83333333,0.045138889,291,5.366666667,0.022361111,NA,0,0
277,03/12/2015,San Antonio Spurs,27,103,1,Memphis Grizzlies,15,12,12,83,2,288,32.96666667,0.139561137,323,32.53333333,0.137726663,494,31.28333333,0.132434911,113,24.66666667,0.104423905,503,23.58333333,0.09983772,342,22.21666667,0.094052071,411,20.26666667,0.085796938,316,15.28333333,0.064700487,50,13.7,0.057997601,262,7.966666667,0.033726099,120,7.35,0.031115501,362,4.4,0.018626967,343,33.55,0.139791667,533,28.73333333,0.119722222,370,28.25,0.117708333,232,26.75,0.111458333,502,16.7,0.069583333,103,31.3,0.130416667,361,20.36666667,0.084861111,352,19.9,0.082916667,215,13.38333333,0.055763889,523,10.7,0.044583333,207,5.966666667,0.024861111,447,4.4,0.018333333
278,03/12/2015,Oklahoma City Thunder,21,95,3,Miami Heat,16,9,11,97,3,448,34.45,0.143541667,298,34.28333333,0.142847222,459,33.28333333,0.138680556,25,30.23333333,0.125972222,479,20.21666667,0.084236111,136,26.7,0.11125,156,21.38333333,0.089097222,34,15.36666667,0.064027778,107,13.55,0.056458333,387,10.26666667,0.042777778,320,0.266666667,0.001111111,NA,0,0,176,36.48333333,0.152013889,85,34.91666667,0.145486111,148,33.13333333,0.138055556,183,28.73333333,0.119722222,172,28.1,0.117083333,284,33.53333333,0.139722222,274,18.88333333,0.078680556,516,17.88333333,0.074513889,275,8.333333333,0.034722222,NA,0,0,NA,0,0,NA,0,0
279,03/12/2015,Indiana Pacers,12,111,1,Portland Trail Blazers,25,10,12,123,2,413,34.21666667,0.142569444,69,31.95,0.133125,171,28.03333333,0.116805556,187,26.11666667,0.108819444,379,17.98333333,0.074930556,441,31.16666667,0.129861111,81,22.95,0.095625,267,20.73333333,0.086388889,329,16.05,0.066875,175,8.5,0.035416667,250,1.15,0.004791667,469,1.15,0.004791667,109,35.13333333,0.146388889,68,32.9,0.137083333,5,31.9,0.132916667,360,26.13333333,0.108888889,395,17.51666667,0.072986111,15,24.85,0.103541667,366,24.66666667,0.102777778,150,21.86666667,0.091111111,364,16.1,0.067083333,173,8.933333333,0.037222222,NA,0,0,NA,0,0
280,03/12/2015,Boston Celtics,2,114,3,Sacramento Kings,26,12,12,97,3,190,34.15,0.144072564,200,30.55,0.128884826,40,29.43333333,0.124173815,18,23.45,0.098931233,219,14.21666667,0.0599775,165,26.95,0.113697089,290,24.55,0.103571931,260,16.73333333,0.070594853,118,14.55,0.061383772,517,11.63333333,0.049078892,420,7.85,0.033117705,487,2.966666667,0.012515821,445,30.56666667,0.129684627,42,24.75,0.105006364,125,24.58333333,0.10429925,421,23.96666667,0.10168293,529,17.66666667,0.074954038,116,26.43333333,0.112148211,346,25.9,0.109885448,461,23.16666667,0.098288785,310,19.48333333,0.082661575,76,8.1,0.034365719,418,6.783333333,0.028779522,206,4.3,0.01824353
281,03/12/2015,Denver Nuggets,8,106,1,Toronto Raptors,28,10,9,105,1,424,36.25,0.151041667,112,35.46666667,0.147777778,155,31.58333333,0.131597222,115,26.96666667,0.112361111,253,24.55,0.102291667,528,31.3,0.130416667,205,28.16666667,0.117361111,391,13.9,0.057916667,372,11.81666667,0.049236111,NA,0,0,NA,0,0,NA,0,0,124,38.2,0.159155614,318,36.65,0.152697729,126,30.98333333,0.129088258,45,25.08333333,0.104506631,339,21.51666667,0.089646552,100,28.23333333,0.11763072,410,22.38333333,0.093257413,486,17.01666667,0.070897854,337,15.81666667,0.065898202,211,4.133333333,0.017221026,NA,0,0,NA,0,0
282,03/12/2015,Orlando Magic,22,103,2,Utah Jazz,29,11,11,94,3,500,40.01666667,0.166736111,151,32.68333333,0.136180556,394,32.2,0.134166667,164,29.68333333,0.123680556,79,18.18333333,0.075763889,522,24,0.1,29,23.96666667,0.099861111,225,15.8,0.065833333,463,15.31666667,0.063819444,2,6.366666667,0.026527778,354,1.783333333,0.007430556,NA,0,0,177,38.55,0.160625,129,38,0.158333333,440,24.83333333,0.103472222,507,15.11666667,0.062986111,428,11.56666667,0.048194444,508,33.7,0.140416667,10,29.43333333,0.122638889,247,21.23333333,0.088472222,509,10.05,0.041875,234,10,0.041666667,87,7.516666667,0.031319444,NA,0,0
283,04/12/2015,Los Angeles Lakers,14,87,2,Atlanta Hawks,1,10,9,100,2,105,36.41666667,0.151736111,309,35.33333333,0.147222222,264,28.73333333,0.119722222,279,27.78333333,0.115763889,444,23.21666667,0.096736111,335,30.85,0.128541667,54,24.78333333,0.103263889,328,20.21666667,0.084236111,365,12.66666667,0.052777778,NA,0,0,NA,0,0,NA,0,0,414,33.81666667,0.140902778,6,33.28333333,0.138680556,317,32.56666667,0.135694444,488,31.71666667,0.132152778,233,31.48333333,0.131180556,296,25.33333333,0.105555556,374,16.66666667,0.069444444,127,16.51666667,0.068819444,373,12.23333333,0.050972222,322,6.383333333,0.026597222,NA,0,0,NA,0,0
284,04/12/2015,Houston Rockets,11,100,2,Dallas Mavericks,7,10,10,96,3,506,38.65,0.161052851,210,36.13333333,0.150566012,485,32.3,0.13459268,409,28.28333333,0.117855407,95,28.28333333,0.117855407,98,26.05,0.108549205,512,19.83333333,0.082644628,380,12.65,0.052711994,226,11.83333333,0.04930898,350,5.966666667,0.024862838,NA,0,0,NA,0,0,128,38.35,0.159791667,527,34.1,0.142083333,431,34.06666667,0.141944444,137,31.33333333,0.130555556,534,29.35,0.122291667,77,26.51666667,0.110486111,133,19.65,0.081875,147,16,0.066666667,80,7.266666667,0.030277778,229,3.366666667,0.014027778,NA,0,0,NA,0,0
285,04/12/2015,Milwaukee Bucks,17,95,2,Detroit Pistons,9,9,10,102,2,305,33.85,0.141041667,398,33.71666667,0.140486111,174,33.66666667,0.140277778,179,33.28333333,0.138680556,240,26.05,0.108541667,368,26.55,0.110625,199,19.08333333,0.079513889,254,14.6,0.060833333,426,10.56666667,0.044027778,258,8.633333333,0.035972222,NA,0,0,NA,0,0,347,39.35,0.163958333,21,35.86666667,0.149444444,297,33.31666667,0.138819444,433,33.08333333,0.137847222,162,24.88333333,0.103680556,474,23.33333333,0.097222222,35,23.11666667,0.096319444,476,14.91666667,0.062152778,37,12.13333333,0.050555556,NA,0,0,NA,0,0,NA,0,0
286,04/12/2015,Cleveland Cavaliers,6,108,3,New Orleans Pelicans,19,10,10,114,2,331,44.78333333,0.16900434,363,42.03333333,0.158626329,300,37.23333333,0.140511982,198,36.91666667,0.139316938,498,16.61666667,0.062708346,510,32.03333333,0.120888106,378,22.58333333,0.085225486,212,14.71666667,0.055538084,434,14.21666667,0.053651173,19,3.85,0.014529216,NA,0,0,NA,0,0,33,46.26666667,0.174591195,518,35.21666667,0.132893082,158,30.85,0.116415094,399,25.01666667,0.094402516,16,12.53333333,0.047295597,114,37.48333333,0.141446541,449,31.6,0.119245283,278,25.01666667,0.094402516,397,15.66666667,0.059119497,340,5.35,0.020188679,NA,0,0,NA,0,0
287,04/12/2015,Brooklyn Nets,3,91,3,New York Knicks,20,11,12,108,2,63,34.51666667,0.145989003,489,32.78333333,0.138657832,248,31.71666667,0.134146341,224,23.63333333,0.099957705,442,17.76666667,0.075144509,464,22.6,0.095587199,49,18.9,0.079937967,491,13.53333333,0.057239532,525,13.15,0.055618215,530,10.73333333,0.04539687,355,8.633333333,0.036514874,460,8.466666667,0.035809953,75,31.4,0.130833333,439,30.3,0.12625,38,29.31666667,0.122152778,272,28.53333333,0.118888889,315,26.26666667,0.109444444,326,21.73333333,0.090555556,327,20.23333333,0.084305556,239,17.91666667,0.074652778,131,16.6,0.069166667,303,14.13333333,0.058888889,334,3.566666667,0.014861111,NA,0,0
288,04/12/2015,Phoenix Suns,24,106,2,Washington Wizards,30,10,10,109,2,57,37.55,0.156469199,406,37.35,0.155635808,157,35.23333333,0.146815751,259,22.68333333,0.094520453,11,15.13333333,0.063059935,356,27.7,0.115424682,481,21.8,0.090839642,443,19.01666667,0.079241614,132,16.05,0.066879644,376,7.466666667,0.031113272,NA,0,0,NA,0,0,51,38.25,0.159386068,257,37.03333333,0.154316272,403,36.21666667,0.150913258,218,23.06666667,0.096117786,451,12.81666667,0.053406487,168,34.88333333,0.145357316,423,23.8,0.099173554,170,20.46666667,0.0852837,122,10.36666667,0.043197444,291,3.083333333,0.012848114,NA,0,0,NA,0,0
289,05/12/2015,Charlotte Hornets,4,102,3,Chicago Bulls,5,10,10,96,3,292,37.98333333,0.158263889,389,35.31666667,0.147152778,96,31.86666667,0.132777778,359,30.8,0.128333333,404,18.86666667,0.078611111,238,26.66666667,0.111111111,473,22.58333333,0.094097222,237,22.4,0.093333333,167,10.85,0.045208333,515,2.666666667,0.011111111,NA,0,0,NA,0,0,243,38.11666667,0.158819444,130,34.23333333,0.142638889,392,27.1,0.112916667,412,25.91666667,0.107986111,504,12.13333333,0.050555556,142,33.2,0.138333333,244,22.08333333,0.092013889,482,20.9,0.087083333,307,13.76666667,0.057361111,149,12.55,0.052291667,NA,0,0,NA,0,0
290,05/12/2015,Sacramento Kings,26,113,2,Houston Rockets,11,11,9,120,1,42,41.55,0.173125,421,36.05,0.150208333,400,33.01666667,0.137569444,445,30.83333333,0.128472222,125,26.83333333,0.111805556,310,30.73333333,0.128055556,116,21.66666667,0.090277778,346,15.61666667,0.065069444,418,3.7,0.015416667,NA,0,0,NA,0,0,NA,0,0,506,36.9,0.15375,146,36.38333333,0.151597222,210,35.71666667,0.148819444,409,30.23333333,0.125972222,95,20.73333333,0.086388889,485,25.66666667,0.106944444,226,17.65,0.073541667,98,13.18333333,0.054930556,512,12.4,0.051666667,140,6.166666667,0.025694444,350,4.966666667,0.020694444,NA,0,0
291,05/12/2015,Orlando Magic,22,101,2,Los Angeles Clippers,13,10,10,103,3,151,36.83333333,0.153472222,394,29.98333333,0.124930556,500,27,0.1125,79,17.28333333,0.072013889,164,16.55,0.068958333,522,34.45,0.143541667,29,22.93333333,0.095555556,225,22.78333333,0.094930556,2,21.01666667,0.087569444,463,11.16666667,0.046527778,NA,0,0,NA,0,0,46,39.01666667,0.162569444,121,36.73333333,0.153055556,204,31.36666667,0.130694444,39,28.93333333,0.120555556,336,11,0.045833333,526,35.65,0.148541667,407,19.06666667,0.079444444,324,18.16666667,0.075694444,277,10.91666667,0.045486111,415,9.15,0.038125,NA,0,0,NA,0,0
292,05/12/2015,Cleveland Cavaliers,6,84,1,Miami Heat,16,11,11,99,2,434,38.38333333,0.159930556,363,28.28333333,0.117847222,198,26.73333333,0.111388889,300,22.26666667,0.092777778,498,21.26666667,0.088611111,216,32.03333333,0.133472222,510,22.33333333,0.093055556,212,14.45,0.060208333,19,14.11666667,0.058819444,378,11.68333333,0.048680556,455,8.45,0.035208333,NA,0,0,85,35.75,0.148958333,176,30.51666667,0.127152778,148,28.88333333,0.120347222,172,26.28333333,0.109513889,183,21.21666667,0.088402778,516,29.53333333,0.123055556,521,19.95,0.083125,274,19.08333333,0.079513889,284,17.5,0.072916667,275,7.566666667,0.031527778,44,3.716666667,0.015486111,NA,0,0
293,05/12/2015,New York Knicks,20,91,1,Milwaukee Bucks,17,9,10,106,1,38,32.25,0.134375,75,31.95,0.133125,272,25.85,0.107708333,315,21.73333333,0.090555556,439,20.66666667,0.086111111,327,26.85,0.111875,326,24.68333333,0.102847222,303,23.51666667,0.097986111,239,19.88333333,0.082847222,131,12.61666667,0.052569444,NA,0,0,NA,0,0,199,35.93333333,0.149722222,398,35.15,0.146458333,174,34.66666667,0.144444444,179,33.23333333,0.138472222,305,31.55,0.131458333,368,28.41666667,0.118402778,258,22.31666667,0.092986111,254,14.76666667,0.061527778,426,3.966666667,0.016527778,NA,0,0,NA,0,0,NA,0,0
294,05/12/2015,Portland Trail Blazers,25,109,2,Minnesota Timberwolves,18,11,11,103,4,109,37.01666667,0.154225401,68,35.08333333,0.146170405,5,27.26666667,0.113603222,360,23.85,0.099368099,395,15.08333333,0.062842858,150,27.36666667,0.11401986,366,23.61666667,0.098395945,15,23.05,0.096034998,173,17.36666667,0.072356086,364,10.18333333,0.042427609,496,0.133333333,0.000555517,NA,0,0,30,40.2,0.1675,436,33.78333333,0.140763889,287,31.83333333,0.132638889,301,24.33333333,0.101388889,299,15.5,0.064583333,178,24.38333333,0.101597222,532,22.75,0.094791667,384,13.41666667,0.055902778,484,11.9,0.049583333,462,11.35,0.047291667,4,10.55,0.043958333,NA,0,0
295,05/12/2015,Denver Nuggets,8,108,2,Philadelphia 76ers,23,10,10,105,3,112,39.25,0.163541667,424,35.5,0.147916667,155,31.45,0.131041667,115,20.8,0.086666667,253,9.05,0.037708333,528,33.4,0.139166667,205,25.58333333,0.106597222,295,21.65,0.090208333,372,16.01666667,0.066736111,194,7.3,0.030416667,NA,0,0,NA,0,0,386,31.21666667,0.130069444,437,30.03333333,0.125138889,480,29.86666667,0.124444444,235,28.73333333,0.119722222,189,24.31666667,0.101319444,390,27.91666667,0.116319444,185,23.21666667,0.096736111,203,17.38333333,0.072430556,435,14.28333333,0.059513889,505,13.03333333,0.054305556,NA,0,0,NA,0,0
296,05/12/2015,Boston Celtics,2,105,2,San Antonio Spurs,27,10,10,108,2,40,36.53333333,0.152222222,190,35.65,0.148541667,200,35.06666667,0.146111111,18,32.41666667,0.135069444,219,26.73333333,0.111388889,165,30.13333333,0.125555556,420,13.88333333,0.057847222,290,12.16666667,0.050694444,260,11.03333333,0.045972222,517,6.383333333,0.026597222,NA,0,0,NA,0,0,288,34.1,0.142093201,113,28.86666667,0.120286131,323,27.48333333,0.114521842,503,26.61666667,0.11091048,494,24.08333333,0.100354191,411,25.8,0.107507466,342,25.68333333,0.107021321,50,24.8,0.10334051,120,14.43333333,0.060143065,316,8.116666667,0.033821793,NA,0,0,NA,0,0
297,05/12/2015,Golden State Warriors,10,112,3,Toronto Raptors,28,10,11,109,2,143,39.3,0.16375,475,37.85,0.157708333,308,35.43333333,0.147638889,166,27.1,0.112916667,58,13.7,0.057083333,22,28.78333333,0.119930556,465,26.41666667,0.110069444,358,11.91666667,0.049652778,330,11.2,0.046666667,186,4.983333333,0.020763889,213,3.316666667,0.013819444,NA,0,0,318,38.48333333,0.160347222,124,36.78333333,0.153263889,126,26,0.108333333,339,20.43333333,0.085138889,45,14.4,0.06,410,31.28333333,0.130347222,100,29.73333333,0.123888889,337,24.83333333,0.103472222,486,12.56666667,0.052361111,211,5.483333333,0.022847222,NA,0,0,NA,0,0
