"Game.ID","Date","Away.Team","Away.Team.ID","A.Score","away_week","DaysofRest.Away.Team","A_Streak","Home.Team","H.Team.ID","No.of.Players.H","No.of.Players.A","H.Score","home_week","DaysofRest.Home.Team","H_Streak"
217,"25/11/2015","Miami Heat",16,81,14,2,"W 3","Detroit Pistons",9,12,12,104,15,2,"L 2"
218,"25/11/2015","Memphis Grizzlies",15,102,16,1,"W 1","Houston Rockets",11,9,11,93,15,4,"L 2"
219,"25/11/2015","Utah Jazz",29,102,14,2,"L 2","Los Angeles Clippers",13,12,12,91,15,1,"W 1"
220,"25/11/2015","Sacramento Kings",26,129,16,2,"L 1","Milwaukee Bucks",17,8,11,118,15,2,"W 1"
221,"25/11/2015","Atlanta Hawks",1,95,17,1,"W 1","Minnesota Timberwolves",18,10,12,99,15,2,"W 1"
222,"25/11/2015","Brooklyn Nets",3,99,15,3,"W 1","Oklahoma City Thunder",21,11,11,110,16,2,"W 2"
223,"25/11/2015","New York Knicks",20,91,16,2,"L 1","Orlando Magic",22,12,12,100,15,2,"L 2"
224,"25/11/2015","New Orleans Pelicans",19,120,15,3,"W 2","Phoenix Suns",24,10,11,114,15,2,"L 2"
225,"25/11/2015","Dallas Mavericks",7,83,16,1,"L 2","San Antonio Spurs",27,11,12,88,15,2,"W 2"
226,"25/11/2015","Cleveland Cavaliers",6,99,15,2,"W 3","Toronto Raptors",28,9,10,103,16,3,"W 2"
227,"27/11/2015","Washington Wizards",30,78,13,2,"L 2","Boston Celtics",2,12,12,111,16,2,"W 1"
228,"27/11/2015","Cleveland Cavaliers",6,95,16,2,"L 1","Charlotte Hornets",4,10,11,90,16,2,"W 4"
229,"27/11/2015","San Antonio Spurs",27,91,16,2,"W 3","Denver Nuggets",8,12,12,80,16,3,"L 4"
230,"27/11/2015","Philadelphia 76ers",23,114,17,2,"L 16","Houston Rockets",11,10,11,116,16,2,"L 3"
231,"27/11/2015","Chicago Bulls",5,92,14,3,"W 1","Indiana Pacers",12,12,12,104,15,3,"W 3"
232,"27/11/2015","New Orleans Pelicans",19,90,16,2,"W 3","Los Angeles Clippers",13,10,12,111,16,2,"L 1"
233,"27/11/2015","Atlanta Hawks",1,116,18,2,"L 1","Memphis Grizzlies",15,10,11,101,17,2,"W 2"
234,"27/11/2015","Miami Heat",16,97,15,2,"L 1","New York Knicks",20,11,12,78,17,2,"L 2"
235,"27/11/2015","Detroit Pistons",9,87,16,2,"W 1","Oklahoma City Thunder",21,9,11,103,17,2,"W 3"
236,"27/11/2015","Milwaukee Bucks",17,90,16,2,"L 1","Orlando Magic",22,12,12,114,16,2,"W 1"
237,"27/11/2015","Golden State Warriors",10,135,17,3,"W 16","Phoenix Suns",24,12,12,116,16,2,"L 3"
238,"27/11/2015","Minnesota Timberwolves",18,101,16,2,"W 2","Sacramento Kings",26,11,12,91,17,2,"W 1"
239,"28/11/2015","Brooklyn Nets",3,88,16,3,"L 1","Cleveland Cavaliers",6,11,12,90,17,1,"W 1"
240,"28/11/2015","Denver Nuggets",8,81,17,1,"L 5","Dallas Mavericks",7,11,12,92,17,3,"L 3"
241,"28/11/2015","Sacramento Kings",26,101,18,1,"L 1","Golden State Warriors",10,12,12,120,18,1,"W 17"
242,"28/11/2015","Los Angeles Lakers",14,96,15,4,"L 4","Portland Trail Blazers",25,9,12,108,17,4,"L 1"
243,"28/11/2015","Atlanta Hawks",1,88,19,1,"W 1","San Antonio Spurs",27,12,12,108,17,1,"W 4"
244,"28/11/2015","New Orleans Pelicans",19,87,17,1,"L 1","Utah Jazz",29,10,12,101,15,3,"W 1"
245,"28/11/2015","Toronto Raptors",28,84,17,3,"W 3","Washington Wizards",30,9,10,82,14,1,"L 3"
246,"29/11/2015","Detroit Pistons",9,83,17,2,"L 1","Brooklyn Nets",3,9,12,87,17,1,"L 2"
247,"29/11/2015","Milwaukee Bucks",17,82,17,2,"L 2","Charlotte Hornets",4,9,12,87,17,2,"L 1"
248,"29/11/2015","Minnesota Timberwolves",18,99,17,2,"W 3","Los Angeles Clippers",13,11,12,107,17,2,"W 1"
249,"29/11/2015","Indiana Pacers",12,107,16,2,"W 4","Los Angeles Lakers",14,9,10,103,16,1,"L 5"
250,"29/11/2015","Philadelphia 76ers",23,84,18,2,"L 17","Memphis Grizzlies",15,10,11,92,18,2,"L 1"
251,"29/11/2015","Houston Rockets",11,116,17,2,"W 1","New York Knicks",20,10,12,111,18,2,"L 3"
252,"29/11/2015","Boston Celtics",2,91,17,2,"W 2","Orlando Magic",22,12,12,110,17,2,"W 2"
253,"29/11/2015","Phoenix Suns",24,107,17,2,"L 4","Toronto Raptors",28,9,11,102,18,1,"W 4"
254,"30/11/2015","Oklahoma City Thunder",21,100,18,3,"W 4","Atlanta Hawks",1,10,11,106,20,2,"L 1"
255,"30/11/2015","San Antonio Spurs",27,89,18,2,"W 5","Chicago Bulls",5,10,10,92,15,3,"L 1"
256,"30/11/2015","Houston Rockets",11,105,18,1,"W 2","Detroit Pistons",9,11,10,116,18,1,"L 2"
257,"30/11/2015","Portland Trail Blazers",25,87,18,2,"W 1","Los Angeles Clippers",13,12,12,102,18,1,"W 2"
258,"30/11/2015","Boston Celtics",2,105,18,1,"L 1","Miami Heat",16,10,9,95,16,3,"W 1"
259,"30/11/2015","Denver Nuggets",8,74,18,2,"L 6","Milwaukee Bucks",17,11,12,92,18,1,"L 3"
260,"30/11/2015","Dallas Mavericks",7,98,18,2,"W 1","Sacramento Kings",26,12,11,112,19,2,"L 2"
261,"30/11/2015","Golden State Warriors",10,106,19,2,"W 18","Utah Jazz",29,12,11,103,16,2,"W 2"
262,"01/12/2015","Phoenix Suns",24,91,18,2,"W 1","Brooklyn Nets",3,10,11,94,18,2,"W 1"
263,"01/12/2015","Washington Wizards",30,97,15,3,"L 4","Cleveland Cavaliers",6,9,12,85,18,3,"W 2"
264,"01/12/2015","Orlando Magic",22,96,18,2,"W 3","Minnesota Timberwolves",18,10,11,93,18,2,"L 1"
265,"01/12/2015","Memphis Grizzlies",15,113,19,2,"W 1","New Orleans Pelicans",19,10,12,104,18,3,"L 2"
266,"01/12/2015","Los Angeles Lakers",14,91,17,2,"L 6","Philadelphia 76ers",23,10,11,103,19,2,"L 18"
267,"01/12/2015","Dallas Mavericks",7,115,19,1,"L 1","Portland Trail Blazers",25,10,11,112,19,1,"L 1"
268,"02/12/2015","Toronto Raptors",28,96,19,3,"L 1","Atlanta Hawks",1,9,11,86,21,2,"W 1"
269,"02/12/2015","Golden State Warriors",10,116,20,2,"W 19","Charlotte Hornets",4,12,12,99,18,3,"W 1"
270,"02/12/2015","Denver Nuggets",8,90,19,2,"L 7","Chicago Bulls",5,11,11,99,16,2,"W 1"
271,"02/12/2015","Phoenix Suns",24,122,19,1,"L 1","Detroit Pistons",9,10,10,127,19,2,"W 1"
272,"02/12/2015","New Orleans Pelicans",19,101,19,1,"L 3","Houston Rockets",11,11,10,108,19,2,"L 1"
273,"02/12/2015","Indiana Pacers",12,103,17,3,"W 5","Los Angeles Clippers",13,9,12,91,19,2,"W 3"
274,"02/12/2015","Philadelphia 76ers",23,87,20,1,"W 1","New York Knicks",20,12,12,99,19,3,"L 4"
275,"02/12/2015","Milwaukee Bucks",17,70,19,2,"W 1","San Antonio Spurs",27,12,12,95,19,2,"L 1"
276,"02/12/2015","Los Angeles Lakers",14,108,18,1,"L 7","Washington Wizards",30,9,12,104,16,1,"W 1"
277,"03/12/2015","San Antonio Spurs",27,103,20,1,"W 1","Memphis Grizzlies",15,12,12,83,20,2,"W 2"
278,"03/12/2015","Oklahoma City Thunder",21,95,19,3,"L 1","Miami Heat",16,11,10,97,17,3,"L 1"
279,"03/12/2015","Indiana Pacers",12,111,18,1,"W 6","Portland Trail Blazers",25,12,11,123,20,2,"L 2"
280,"03/12/2015","Boston Celtics",2,114,19,3,"W 1","Sacramento Kings",26,12,12,97,20,3,"W 1"
281,"03/12/2015","Denver Nuggets",8,106,20,1,"L 8","Toronto Raptors",28,9,11,105,20,1,"W 1"
282,"03/12/2015","Orlando Magic",22,103,19,2,"W 4","Utah Jazz",29,11,12,94,17,3,"L 1"
283,"04/12/2015","Los Angeles Lakers",14,87,19,2,"W 1","Atlanta Hawks",1,9,11,100,22,2,"L 1"
284,"04/12/2015","Houston Rockets",11,100,20,2,"W 1","Dallas Mavericks",7,10,11,96,20,3,"W 1"
285,"04/12/2015","Milwaukee Bucks",17,95,20,2,"L 1","Detroit Pistons",9,10,10,102,20,2,"W 2"
286,"04/12/2015","Cleveland Cavaliers",6,108,19,3,"L 1","New Orleans Pelicans",19,10,11,114,20,2,"L 4"
287,"04/12/2015","Brooklyn Nets",3,91,19,3,"W 2","New York Knicks",20,12,12,108,20,2,"W 1"
288,"04/12/2015","Phoenix Suns",24,106,20,2,"L 2","Washington Wizards",30,10,11,109,17,2,"L 1"
289,"05/12/2015","Charlotte Hornets",4,102,19,3,"L 1","Chicago Bulls",5,10,11,96,17,3,"W 2"
290,"05/12/2015","Sacramento Kings",26,113,21,2,"L 1","Houston Rockets",11,9,12,120,21,1,"W 2"
291,"05/12/2015","Orlando Magic",22,101,20,2,"W 5","Los Angeles Clippers",13,10,11,103,20,3,"L 1"
292,"05/12/2015","Cleveland Cavaliers",6,84,20,1,"L 2","Miami Heat",16,11,12,99,18,2,"W 1"
293,"05/12/2015","New York Knicks",20,91,21,1,"W 2","Milwaukee Bucks",17,10,10,106,21,1,"L 2"
294,"05/12/2015","Portland Trail Blazers",25,109,21,2,"W 1","Minnesota Timberwolves",18,11,12,103,19,4,"L 2"
295,"05/12/2015","Denver Nuggets",8,108,21,2,"W 1","Philadelphia 76ers",23,10,12,105,21,3,"L 1"
296,"05/12/2015","Boston Celtics",2,105,20,2,"W 2","San Antonio Spurs",27,10,11,108,21,2,"W 2"
297,"05/12/2015","Golden State Warriors",10,112,21,3,"W 20","Toronto Raptors",28,11,11,109,21,2,"L 1"
298,"05/12/2015","Indiana Pacers",12,119,19,2,"L 1","Utah Jazz",29,9,12,122,18,2,"L 2"
299,"06/12/2015","Golden State Warriors",10,114,22,1,"W 21","Brooklyn Nets",3,12,12,98,20,2,"L 1"
300,"06/12/2015","Los Angeles Lakers",14,91,20,2,"L 1","Detroit Pistons",9,12,12,111,21,2,"W 3"
301,"06/12/2015","Phoenix Suns",24,93,21,2,"L 3","Memphis Grizzlies",15,10,11,95,21,3,"L 1"
302,"06/12/2015","Sacramento Kings",26,95,22,1,"L 2","Oklahoma City Thunder",21,9,12,98,20,3,"L 2"
303,"06/12/2015","Dallas Mavericks",7,116,21,2,"L 1","Washington Wizards",30,10,11,104,18,2,"W 1"
304,"07/12/2015","Detroit Pistons",9,84,22,1,"W 4","Charlotte Hornets",4,12,12,104,20,2,"W 1"
305,"07/12/2015","Phoenix Suns",24,103,22,1,"L 4","Chicago Bulls",5,11,11,101,18,2,"L 1"
306,"07/12/2015","Washington Wizards",30,114,19,1,"L 1","Miami Heat",16,10,10,103,19,2,"W 2"
307,"07/12/2015","Portland Trail Blazers",25,88,22,2,"W 2","Milwaukee Bucks",17,10,10,90,22,2,"W 1"
308,"07/12/2015","Los Angeles Clippers",13,110,21,2,"W 1","Minnesota Timberwolves",18,11,11,106,20,2,"L 3"
309,"07/12/2015","Boston Celtics",2,111,21,2,"L 1","New Orleans Pelicans",19,11,12,93,21,3,"W 1"
310,"07/12/2015","Dallas Mavericks",7,104,22,1,"W 1","New York Knicks",20,11,11,97,22,2,"L 1"
311,"07/12/2015","San Antonio Spurs",27,119,22,2,"W 3","Philadelphia 76ers",23,12,12,68,22,2,"L 2"
312,"07/12/2015","Los Angeles Lakers",14,93,21,1,"L 2","Toronto Raptors",28,10,10,102,22,2,"L 2"
313,"08/12/2015","Houston Rockets",11,105,22,3,"W 3","Brooklyn Nets",3,11,10,110,21,2,"L 2"
314,"08/12/2015","Portland Trail Blazers",25,100,23,1,"L 1","Cleveland Cavaliers",6,10,11,105,21,3,"L 3"
315,"08/12/2015","Orlando Magic",22,85,21,3,"L 1","Denver Nuggets",8,10,11,74,22,3,"W 2"
316,"08/12/2015","Golden State Warriors",10,131,23,2,"W 22","Indiana Pacers",12,10,11,123,20,3,"L 2"
317,"08/12/2015","Oklahoma City Thunder",21,125,21,2,"W 1","Memphis Grizzlies",15,12,12,88,22,2,"W 1"
318,"08/12/2015","Utah Jazz",29,106,19,3,"W 1","Sacramento Kings",26,10,9,114,23,2,"L 3"
319,"09/12/2015","Chicago Bulls",5,100,19,2,"L 2","Boston Celtics",2,10,11,105,22,2,"W 1"
320,"09/12/2015","Miami Heat",16,81,20,2,"L 1","Charlotte Hornets",4,12,12,99,21,2,"W 2"
321,"09/12/2015","Atlanta Hawks",1,98,23,5,"W 1","Dallas Mavericks",7,10,12,95,23,2,"W 2"
322,"09/12/2015","Memphis Grizzlies",15,93,23,1,"L 1","Detroit Pistons",9,9,11,92,23,2,"L 1"
323,"09/12/2015","Los Angeles Clippers",13,109,22,2,"W 2","Milwaukee Bucks",17,11,10,95,23,2,"W 2"
324,"09/12/2015","Los Angeles Lakers",14,122,22,2,"L 3","Minnesota Timberwolves",18,10,12,123,21,2,"L 4"
325,"09/12/2015","Orlando Magic",22,104,22,1,"W 1","Phoenix Suns",24,11,10,107,23,2,"W 1"
326,"09/12/2015","San Antonio Spurs",27,94,23,2,"W 4","Toronto Raptors",28,12,9,97,23,2,"W 1"
327,"09/12/2015","New York Knicks",20,85,23,2,"L 2","Utah Jazz",29,12,12,106,20,1,"L 1"
328,"09/12/2015","Houston Rockets",11,109,23,1,"L 1","Washington Wizards",30,10,10,103,20,2,"W 1"
329,"10/12/2015","Philadelphia 76ers",23,91,23,3,"L 3","Brooklyn Nets",3,10,12,100,22,2,"W 1"
330,"10/12/2015","Los Angeles Clippers",13,80,23,1,"W 3","Chicago Bulls",5,11,11,83,20,1,"L 3"
331,"10/12/2015","Atlanta Hawks",1,94,24,1,"W 2","Oklahoma City Thunder",21,10,12,107,22,2,"W 2"
332,"10/12/2015","New York Knicks",20,97,24,1,"L 3","Sacramento Kings",26,11,9,99,24,2,"W 1"
333,"11/12/2015","Golden State Warriors",10,124,24,3,"W 23","Boston Celtics",2,11,11,119,23,2,"W 2"
334,"11/12/2015","Minnesota Timberwolves",18,108,22,2,"W 1","Denver Nuggets",8,11,11,111,23,3,"L 1"
335,"11/12/2015","Miami Heat",16,83,21,2,"L 2","Indiana Pacers",12,10,10,96,21,3,"L 3"
336,"11/12/2015","Charlotte Hornets",4,123,22,2,"W 3","Memphis Grizzlies",15,12,11,99,24,2,"W 1"
337,"11/12/2015","Washington Wizards",30,105,21,2,"L 1","New Orleans Pelicans",19,10,11,107,22,4,"L 1"
338,"11/12/2015","Cleveland Cavaliers",6,111,22,3,"W 1","Orlando Magic",22,12,12,76,23,2,"L 1"
339,"11/12/2015","Detroit Pistons",9,107,24,2,"L 2","Philadelphia 76ers",23,11,12,95,24,1,"L 4"
340,"11/12/2015","Portland Trail Blazers",25,106,24,3,"L 2","Phoenix Suns",24,10,11,96,24,2,"W 2"
341,"11/12/2015","Los Angeles Lakers",14,87,23,2,"L 4","San Antonio Spurs",27,12,12,109,24,2,"L 1"
342,"11/12/2015","Milwaukee Bucks",17,83,24,2,"L 1","Toronto Raptors",28,9,9,90,24,2,"W 2"
343,"11/12/2015","Oklahoma City Thunder",21,94,23,1,"W 3","Utah Jazz",29,10,12,90,21,2,"W 1"
344,"12/12/2015","San Antonio Spurs",27,103,25,1,"W 1","Atlanta Hawks",1,12,12,78,25,2,"L 1"
345,"12/12/2015","Los Angeles Clippers",13,105,24,2,"L 1","Brooklyn Nets",3,11,12,100,23,2,"W 2"
346,"12/12/2015","Boston Celtics",2,98,24,1,"L 1","Charlotte Hornets",4,10,10,93,23,1,"W 4"
347,"12/12/2015","New Orleans Pelicans",19,94,23,1,"W 1","Chicago Bulls",5,10,11,98,21,2,"W 1"
348,"12/12/2015","Washington Wizards",30,114,22,1,"L 2","Dallas Mavericks",7,9,10,111,24,3,"L 1"
349,"12/12/2015","Indiana Pacers",12,96,22,1,"W 1","Detroit Pistons",9,11,12,118,25,1,"W 1"
350,"12/12/2015","Los Angeles Lakers",14,97,24,1,"L 5","Houston Rockets",11,10,12,126,24,3,"W 1"
351,"12/12/2015","Golden State Warriors",10,95,25,1,"W 24","Milwaukee Bucks",17,12,10,108,25,1,"L 2"
352,"12/12/2015","New York Knicks",20,112,25,2,"L 4","Portland Trail Blazers",25,10,11,110,25,1,"W 1"
353,"13/12/2015","Memphis Grizzlies",15,97,25,2,"L 1","Miami Heat",16,8,10,100,22,2,"L 3"
354,"13/12/2015","Utah Jazz",29,98,22,2,"L 1","Oklahoma City Thunder",21,10,11,104,24,2,"W 4"
355,"13/12/2015","Minnesota Timberwolves",18,101,23,2,"L 1","Phoenix Suns",24,12,11,108,25,2,"L 1"
356,"13/12/2015","Philadelphia 76ers",23,76,25,2,"L 5","Toronto Raptors",28,11,12,96,25,2,"W 3"
357,"14/12/2015","Miami Heat",16,100,23,1,"W 1","Atlanta Hawks",1,9,11,88,26,2,"L 2"
358,"14/12/2015","Orlando Magic",22,105,24,3,"L 2","Brooklyn Nets",3,12,12,82,24,2,"L 1"
359,"14/12/2015","Philadelphia 76ers",23,96,26,1,"L 6","Chicago Bulls",5,11,12,115,22,2,"W 2"
360,"14/12/2015","Phoenix Suns",24,94,26,1,"W 1","Dallas Mavericks",7,12,10,104,25,2,"L 2"
361,"14/12/2015","Houston Rockets",11,108,25,2,"W 2","Denver Nuggets",8,10,11,114,24,3,"W 1"
362,"14/12/2015","Los Angeles Clippers",13,105,25,2,"W 1","Detroit Pistons",9,10,10,103,26,2,"W 2"
363,"14/12/2015","Toronto Raptors",28,90,26,1,"W 4","Indiana Pacers",12,11,12,106,23,2,"L 1"
364,"14/12/2015","Washington Wizards",30,95,23,2,"W 1","Memphis Grizzlies",15,10,10,112,26,1,"L 2"
365,"14/12/2015","New Orleans Pelicans",19,101,24,2,"L 1","Portland Trail Blazers",25,11,12,105,26,2,"L 1"
366,"14/12/2015","Utah Jazz",29,81,23,1,"L 2","San Antonio Spurs",27,12,12,118,26,2,"W 2"
367,"15/12/2015","Cleveland Cavaliers",6,89,23,4,"W 2","Boston Celtics",2,11,12,77,25,3,"W 1"
368,"15/12/2015","Milwaukee Bucks",17,95,26,3,"W 1","Los Angeles Lakers",14,12,12,113,25,3,"L 6"
369,"15/12/2015","Denver Nuggets",8,112,25,1,"W 2","Minnesota Timberwolves",18,11,12,100,24,2,"L 2"
370,"15/12/2015","Houston Rockets",11,97,26,1,"L 1","Sacramento Kings",26,12,12,107,25,5,"W 2"
371,"16/12/2015","Philadelphia 76ers",23,106,27,2,"L 7","Atlanta Hawks",1,12,12,127,27,2,"L 3"
372,"16/12/2015","Miami Heat",16,104,24,2,"W 2","Brooklyn Nets",3,10,12,98,25,2,"L 2"
373,"16/12/2015","Memphis Grizzlies",15,85,27,2,"W 1","Chicago Bulls",5,9,11,98,23,2,"W 3"
374,"16/12/2015","Boston Celtics",2,116,26,1,"L 1","Detroit Pistons",9,11,11,119,27,2,"L 1"
375,"16/12/2015","Phoenix Suns",24,103,27,2,"L 1","Golden State Warriors",10,12,12,128,26,4,"L 1"
376,"16/12/2015","Dallas Mavericks",7,81,26,2,"W 1","Indiana Pacers",12,12,12,107,24,2,"W 1"
377,"16/12/2015","Milwaukee Bucks",17,90,27,1,"L 1","Los Angeles Clippers",13,9,12,103,26,2,"W 2"
378,"16/12/2015","Minnesota Timberwolves",18,102,25,1,"L 3","New York Knicks",20,11,12,107,26,4,"W 1"
379,"16/12/2015","Portland Trail Blazers",25,90,27,2,"W 1","Oklahoma City Thunder",21,12,12,106,25,3,"W 5"
380,"16/12/2015","Charlotte Hornets",4,98,24,4,"L 1","Orlando Magic",22,12,12,113,25,2,"W 1"
381,"16/12/2015","Washington Wizards",30,95,24,2,"L 1","San Antonio Spurs",27,10,12,114,27,2,"W 3"
382,"16/12/2015","New Orleans Pelicans",19,104,25,2,"L 2","Utah Jazz",29,11,12,94,24,2,"L 3"
383,"17/12/2015","Toronto Raptors",28,99,27,3,"L 1","Charlotte Hornets",4,10,12,109,25,1,"L 2"
384,"17/12/2015","Oklahoma City Thunder",21,100,26,1,"W 6","Cleveland Cavaliers",6,10,10,104,24,2,"W 3"
385,"17/12/2015","Houston Rockets",11,107,27,2,"L 2","Los Angeles Lakers",14,12,10,87,26,2,"W 1"
386,"18/12/2015","Atlanta Hawks",1,109,28,2,"W 1","Boston Celtics",2,10,11,101,27,2,"L 2"
387,"18/12/2015","Detroit Pistons",9,147,28,2,"W 1","Chicago Bulls",5,9,12,144,24,2,"W 4"
388,"18/12/2015","Memphis Grizzlies",15,88,28,2,"L 1","Dallas Mavericks",7,11,12,97,27,2,"L 1"
389,"18/12/2015","Milwaukee Bucks",17,112,28,2,"L 2","Golden State Warriors",10,10,12,121,27,2,"W 1"
390,"18/12/2015","Brooklyn Nets",3,97,26,2,"L 3","Indiana Pacers",12,10,10,104,25,2,"W 2"
391,"18/12/2015","Toronto Raptors",28,108,28,1,"L 2","Miami Heat",16,8,11,94,25,2,"W 3"
392,"18/12/2015","Sacramento Kings",26,95,26,3,"W 3","Minnesota Timberwolves",18,9,12,99,26,2,"L 4"
393,"18/12/2015","Portland Trail Blazers",25,94,28,2,"L 1","Orlando Magic",22,10,10,102,26,2,"W 2"
394,"18/12/2015","New York Knicks",20,107,27,2,"W 2","Philadelphia 76ers",23,12,12,97,28,2,"L 8"
395,"18/12/2015","New Orleans Pelicans",19,88,26,2,"W 1","Phoenix Suns",24,11,11,104,28,2,"L 2"
396,"18/12/2015","Los Angeles Clippers",13,107,27,2,"W 3","San Antonio Spurs",27,11,11,115,28,2,"W 4"
397,"18/12/2015","Denver Nuggets",8,88,26,3,"W 3","Utah Jazz",29,10,12,97,25,2,"L 4"
398,"19/12/2015","Los Angeles Clippers",13,97,28,1,"L 1","Houston Rockets",11,12,12,107,28,2,"W 1"
399,"19/12/2015","Indiana Pacers",12,84,26,1,"W 3","Memphis Grizzlies",15,12,10,96,29,1,"L 2"
400,"19/12/2015","Chicago Bulls",5,91,25,1,"L 1","New York Knicks",20,12,11,107,28,1,"W 3"
401,"19/12/2015","Los Angeles Lakers",14,78,27,2,"L 1","Oklahoma City Thunder",21,11,12,118,27,2,"L 1"
402,"19/12/2015","Charlotte Hornets",4,101,26,2,"W 1","Washington Wizards",30,10,9,109,25,3,"L 2"
403,"20/12/2015","Minnesota Timberwolves",18,100,27,2,"W 1","Brooklyn Nets",3,12,11,85,27,2,"L 4"
404,"20/12/2015","Philadelphia 76ers",23,86,29,2,"L 9","Cleveland Cavaliers",6,12,12,108,25,3,"W 4"
405,"20/12/2015","New Orleans Pelicans",19,130,27,2,"L 1","Denver Nuggets",8,12,12,125,27,2,"L 1"
406,"20/12/2015","Portland Trail Blazers",25,109,29,2,"L 2","Miami Heat",16,11,10,116,26,2,"L 1"
407,"20/12/2015","Atlanta Hawks",1,103,29,2,"W 2","Orlando Magic",22,10,11,100,27,2,"W 3"
408,"20/12/2015","Milwaukee Bucks",17,101,29,2,"L 3","Phoenix Suns",24,10,12,95,29,2,"W 1"
409,"20/12/2015","Sacramento Kings",26,104,27,2,"L 1","Toronto Raptors",28,8,9,94,29,2,"W 1"
410,"21/12/2015","Portland Trail Blazers",25,97,30,1,"L 3","Atlanta Hawks",1,12,12,106,30,1,"W 3"
411,"21/12/2015","Minnesota Timberwolves",18,99,28,1,"W 2","Boston Celtics",2,12,12,113,28,3,"L 3"
412,"21/12/2015","Brooklyn Nets",3,105,28,1,"L 5","Chicago Bulls",5,9,11,102,26,2,"L 2"
413,"21/12/2015","Charlotte Hornets",4,95,27,2,"L 1","Houston Rockets",11,12,12,102,29,2,"W 2"
414,"21/12/2015","Oklahoma City Thunder",21,100,28,2,"W 1","Los Angeles Clippers",13,11,11,99,29,2,"L 2"
415,"21/12/2015","Orlando Magic",22,107,28,1,"L 1","New York Knicks",20,11,12,99,29,2,"W 4"
416,"21/12/2015","Indiana Pacers",12,92,27,2,"L 1","San Antonio Spurs",27,12,12,106,29,3,"W 5"
417,"21/12/2015","Phoenix Suns",24,89,30,1,"L 1","Utah Jazz",29,12,12,110,26,3,"W 1"
418,"21/12/2015","Sacramento Kings",26,99,28,1,"W 1","Washington Wizards",30,10,9,113,26,2,"W 1"
419,"22/12/2015","Los Angeles Lakers",14,111,28,3,"L 2","Denver Nuggets",8,10,10,107,28,2,"L 2"
420,"22/12/2015","Detroit Pistons",9,93,29,4,"W 2","Miami Heat",16,9,10,92,27,2,"W 1"
421,"22/12/2015","Memphis Grizzlies",15,104,30,3,"W 1","Philadelphia 76ers",23,10,12,90,30,2,"L 10"
422,"22/12/2015","Dallas Mavericks",7,99,28,4,"W 1","Toronto Raptors",28,12,11,103,30,2,"L 1"
423,"23/12/2015","Detroit Pistons",9,100,30,1,"W 3","Atlanta Hawks",1,10,12,107,31,2,"W 4"
424,"23/12/2015","Dallas Mavericks",7,119,29,1,"L 1","Brooklyn Nets",3,11,11,118,29,2,"W 1"
425,"23/12/2015","Boston Celtics",2,102,29,2,"W 1","Charlotte Hornets",4,10,12,89,28,2,"L 2"
426,"23/12/2015","New York Knicks",20,84,30,2,"L 1","Cleveland Cavaliers",6,11,12,91,26,3,"W 5"
427,"23/12/2015","Utah Jazz",29,85,27,2,"W 2","Golden State Warriors",10,10,12,103,28,5,"W 2"
428,"23/12/2015","Sacramento Kings",26,108,29,2,"L 1","Indiana Pacers",12,9,10,106,28,2,"L 2"
429,"23/12/2015","Oklahoma City Thunder",21,120,29,2,"W 2","Los Angeles Lakers",14,12,12,85,29,1,"W 1"
430,"23/12/2015","Philadelphia 76ers",23,100,31,1,"L 11","Milwaukee Bucks",17,11,12,113,30,3,"W 1"
431,"23/12/2015","San Antonio Spurs",27,108,30,2,"W 6","Minnesota Timberwolves",18,12,12,83,29,2,"L 1"
432,"23/12/2015","Portland Trail Blazers",25,89,31,2,"L 4","New Orleans Pelicans",19,12,12,115,28,3,"W 1"
433,"23/12/2015","Houston Rockets",11,101,30,2,"W 3","Orlando Magic",22,10,11,104,29,2,"W 1"
434,"23/12/2015","Denver Nuggets",8,104,29,1,"L 3","Phoenix Suns",24,8,12,96,31,2,"L 2"
435,"23/12/2015","Memphis Grizzlies",15,91,31,1,"W 2","Washington Wizards",30,10,10,100,27,2,"W 2"
436,"25/12/2015","Cleveland Cavaliers",6,83,27,2,"W 6","Golden State Warriors",10,10,12,89,29,2,"W 3"
437,"25/12/2015","San Antonio Spurs",27,84,31,2,"W 7","Houston Rockets",11,10,11,88,31,2,"L 1"
438,"25/12/2015","Los Angeles Clippers",13,94,30,4,"L 3","Los Angeles Lakers",14,11,11,84,30,2,"L 1"
439,"25/12/2015","New Orleans Pelicans",19,88,29,2,"W 2","Miami Heat",16,9,10,94,28,3,"L 1"
440,"25/12/2015","Chicago Bulls",5,105,27,4,"L 3","Oklahoma City Thunder",21,10,11,96,30,2,"W 3"
441,"26/12/2015","New York Knicks",20,98,31,3,"L 2","Atlanta Hawks",1,11,12,117,32,3,"W 5"
442,"26/12/2015","Washington Wizards",30,111,28,3,"W 3","Brooklyn Nets",3,10,12,96,30,3,"L 1"
443,"26/12/2015","Memphis Grizzlies",15,92,32,3,"L 1","Charlotte Hornets",4,10,11,98,29,3,"L 3"
444,"26/12/2015","Chicago Bulls",5,111,28,1,"W 1","Dallas Mavericks",7,10,11,118,30,3,"W 1"
445,"26/12/2015","Boston Celtics",2,99,30,3,"W 2","Detroit Pistons",9,10,11,93,31,3,"L 1"
446,"26/12/2015","Toronto Raptors",28,111,31,4,"W 1","Milwaukee Bucks",17,10,11,90,31,3,"W 2"
