"Game.ID","Date","Away.Team","Away.Team.ID","A.Score","away_week","DaysofRest.Away.Team","A_Streak","Home.Team","H.Team.ID","No.of.Players.H","No.of.Players.A","H.Score","home_week","DaysofRest.Home.Team","H_Streak"
447,"26/12/2015","Indiana Pacers",12,102,29,3,"L 3","Minnesota Timberwolves",18,10,11,88,30,3,"L 2"
448,"26/12/2015","Houston Rockets",11,108,32,1,"W 1","New Orleans Pelicans",19,11,11,110,30,1,"L 1"
449,"26/12/2015","Miami Heat",16,108,29,1,"W 1","Orlando Magic",22,9,11,101,30,3,"W 2"
450,"26/12/2015","Philadelphia 76ers",23,111,32,3,"L 12","Phoenix Suns",24,12,12,104,32,3,"L 3"
451,"26/12/2015","Cleveland Cavaliers",6,76,28,1,"L 1","Portland Trail Blazers",25,12,12,105,32,3,"L 5"
452,"26/12/2015","Denver Nuggets",8,86,30,3,"W 1","San Antonio Spurs",27,10,12,101,32,1,"L 1"
453,"26/12/2015","Los Angeles Clippers",13,109,31,1,"W 1","Utah Jazz",29,11,12,104,28,3,"L 1"
454,"27/12/2015","New York Knicks",20,91,32,1,"L 3","Boston Celtics",2,11,12,100,31,1,"W 3"
455,"27/12/2015","Los Angeles Lakers",14,96,31,2,"L 2","Memphis Grizzlies",15,12,12,112,33,1,"L 2"
456,"27/12/2015","Denver Nuggets",8,112,31,1,"L 1","Oklahoma City Thunder",21,9,12,122,31,2,"L 1"
457,"27/12/2015","Portland Trail Blazers",25,98,33,1,"W 1","Sacramento Kings",26,9,10,94,30,4,"W 1"
458,"28/12/2015","Los Angeles Lakers",14,98,32,1,"L 3","Charlotte Hornets",4,9,10,108,30,2,"W 1"
459,"28/12/2015","Toronto Raptors",28,97,32,2,"W 2","Chicago Bulls",5,10,10,104,29,2,"L 1"
460,"28/12/2015","Milwaukee Bucks",17,93,32,2,"L 1","Dallas Mavericks",7,10,11,103,31,2,"W 2"
461,"28/12/2015","Sacramento Kings",26,103,31,1,"L 1","Golden State Warriors",10,10,12,122,30,3,"W 4"
462,"28/12/2015","Atlanta Hawks",1,87,33,2,"W 6","Indiana Pacers",12,10,10,93,30,2,"W 1"
463,"28/12/2015","Brooklyn Nets",3,111,31,2,"L 2","Miami Heat",16,10,10,105,30,2,"W 2"
464,"28/12/2015","New Orleans Pelicans",19,89,31,2,"W 1","Orlando Magic",22,12,12,104,31,2,"L 1"
465,"28/12/2015","Cleveland Cavaliers",6,101,29,2,"L 2","Phoenix Suns",24,10,11,97,33,2,"L 4"
466,"28/12/2015","Minnesota Timberwolves",18,95,31,2,"L 3","San Antonio Spurs",27,11,12,101,33,2,"W 1"
467,"28/12/2015","Philadelphia 76ers",23,91,33,2,"W 1","Utah Jazz",29,12,11,95,29,2,"L 2"
468,"28/12/2015","Los Angeles Clippers",13,108,32,2,"W 2","Washington Wizards",30,12,11,91,29,2,"W 4"
469,"29/12/2015","Cleveland Cavaliers",6,93,30,1,"W 1","Denver Nuggets",8,11,11,87,32,2,"L 2"
470,"29/12/2015","Atlanta Hawks",1,121,34,1,"L 1","Houston Rockets",11,10,10,115,33,3,"L 1"
471,"29/12/2015","Miami Heat",16,90,31,1,"L 1","Memphis Grizzlies",15,9,11,99,34,2,"W 1"
472,"29/12/2015","Detroit Pistons",9,96,32,3,"L 2","New York Knicks",20,10,12,108,33,2,"L 4"
473,"29/12/2015","Milwaukee Bucks",17,123,33,1,"L 2","Oklahoma City Thunder",21,11,11,131,32,2,"W 1"
474,"30/12/2015","Los Angeles Lakers",14,112,33,2,"L 4","Boston Celtics",2,9,12,104,32,3,"W 4"
475,"30/12/2015","Los Angeles Clippers",13,122,33,2,"W 3","Charlotte Hornets",4,11,11,117,31,2,"W 2"
476,"30/12/2015","Indiana Pacers",12,100,31,2,"W 2","Chicago Bulls",5,9,10,102,30,2,"W 1"
477,"30/12/2015","Golden State Warriors",10,91,31,2,"W 5","Dallas Mavericks",7,10,12,114,32,2,"W 3"
478,"30/12/2015","Utah Jazz",29,80,30,2,"W 1","Minnesota Timberwolves",18,10,12,94,32,2,"L 4"
479,"30/12/2015","Brooklyn Nets",3,93,32,2,"W 1","Orlando Magic",22,10,12,100,32,2,"W 1"
480,"30/12/2015","Denver Nuggets",8,103,33,1,"L 3","Portland Trail Blazers",25,10,11,110,34,3,"W 2"
481,"30/12/2015","Philadelphia 76ers",23,110,34,2,"L 1","Sacramento Kings",26,11,10,105,32,2,"L 2"
482,"30/12/2015","Phoenix Suns",24,79,34,2,"L 5","San Antonio Spurs",27,12,12,112,34,2,"W 2"
483,"30/12/2015","Washington Wizards",30,91,30,2,"L 1","Toronto Raptors",28,9,10,94,33,2,"L 1"
484,"31/12/2015","Minnesota Timberwolves",18,90,33,1,"W 1","Detroit Pistons",9,10,12,115,33,2,"L 3"
485,"31/12/2015","Golden State Warriors",10,114,32,1,"L 1","Houston Rockets",11,9,11,110,34,2,"L 2"
486,"31/12/2015","Milwaukee Bucks",17,120,34,2,"L 3","Indiana Pacers",12,9,11,116,32,1,"L 1"
487,"31/12/2015","Los Angeles Clippers",13,95,34,1,"W 4","New Orleans Pelicans",19,10,11,89,32,3,"L 1"
488,"31/12/2015","Phoenix Suns",24,106,35,1,"L 6","Oklahoma City Thunder",21,8,12,110,33,2,"W 2"
489,"31/12/2015","Portland Trail Blazers",25,96,35,1,"W 3","Utah Jazz",29,12,12,109,31,1,"L 1"
490,"01/01/2016","New York Knicks",20,81,34,3,"W 1","Chicago Bulls",5,12,12,108,31,2,"W 2"
491,"01/01/2016","Philadelphia 76ers",23,84,35,2,"W 1","Los Angeles Lakers",14,10,10,93,34,2,"W 1"
492,"01/01/2016","Dallas Mavericks",7,82,33,2,"W 4","Miami Heat",16,12,12,106,32,3,"L 2"
493,"01/01/2016","Charlotte Hornets",4,94,32,2,"L 1","Toronto Raptors",28,9,11,104,34,2,"W 1"
494,"01/01/2016","Orlando Magic",22,91,33,2,"W 2","Washington Wizards",30,12,10,103,31,2,"L 2"
495,"02/01/2016","Brooklyn Nets",3,100,33,3,"L 1","Boston Celtics",2,10,12,97,33,3,"L 1"
496,"02/01/2016","Oklahoma City Thunder",21,109,34,2,"W 3","Charlotte Hornets",4,12,12,90,33,1,"L 2"
497,"02/01/2016","Orlando Magic",22,79,34,1,"L 1","Cleveland Cavaliers",6,12,12,104,31,4,"W 2"
498,"02/01/2016","New Orleans Pelicans",19,105,33,2,"L 2","Dallas Mavericks",7,9,11,98,34,1,"L 1"
499,"02/01/2016","Denver Nuggets",8,108,34,3,"L 4","Golden State Warriors",10,10,10,111,33,2,"W 1"
500,"02/01/2016","Detroit Pistons",9,82,34,2,"W 1","Indiana Pacers",12,9,11,94,33,2,"L 2"
501,"02/01/2016","Philadelphia 76ers",23,99,36,1,"L 1","Los Angeles Clippers",13,12,12,130,35,2,"W 5"
502,"02/01/2016","Milwaukee Bucks",17,95,35,2,"W 1","Minnesota Timberwolves",18,10,12,85,34,2,"L 1"
503,"02/01/2016","Phoenix Suns",24,119,36,2,"L 7","Sacramento Kings",26,12,12,142,33,3,"L 3"
504,"02/01/2016","Houston Rockets",11,103,35,2,"L 3","San Antonio Spurs",27,11,12,121,35,3,"W 3"
505,"02/01/2016","Memphis Grizzlies",15,87,35,4,"W 2","Utah Jazz",29,11,11,92,32,2,"W 1"
506,"03/01/2016","Portland Trail Blazers",25,112,36,3,"L 1","Denver Nuggets",8,10,12,106,35,1,"L 5"
507,"03/01/2016","Phoenix Suns",24,77,37,1,"L 8","Los Angeles Lakers",14,11,11,97,35,2,"W 2"
508,"03/01/2016","Atlanta Hawks",1,97,35,5,"W 1","New York Knicks",20,11,11,111,35,2,"L 1"
509,"03/01/2016","Chicago Bulls",5,115,32,2,"W 3","Toronto Raptors",28,10,10,113,35,2,"W 2"
510,"03/01/2016","Miami Heat",16,97,33,2,"W 1","Washington Wizards",30,12,10,75,32,2,"W 1"
511,"04/01/2016","Boston Celtics",2,103,34,2,"L 2","Brooklyn Nets",3,10,11,94,34,2,"W 1"
512,"04/01/2016","Toronto Raptors",28,100,36,1,"L 1","Cleveland Cavaliers",6,12,12,122,32,2,"W 3"
513,"04/01/2016","Orlando Magic",22,89,35,2,"L 2","Detroit Pistons",9,11,12,115,35,2,"L 1"
514,"04/01/2016","Charlotte Hornets",4,101,34,2,"L 3","Golden State Warriors",10,9,11,111,34,2,"W 2"
515,"04/01/2016","Indiana Pacers",12,100,34,2,"W 1","Miami Heat",16,12,11,103,34,1,"W 2"
516,"04/01/2016","San Antonio Spurs",27,123,36,2,"W 4","Milwaukee Bucks",17,12,12,98,36,2,"W 2"
517,"04/01/2016","Sacramento Kings",26,116,34,2,"W 1","Oklahoma City Thunder",21,10,12,104,35,2,"W 4"
518,"04/01/2016","Minnesota Timberwolves",18,99,35,2,"L 2","Philadelphia 76ers",23,12,12,109,37,2,"L 2"
519,"04/01/2016","Memphis Grizzlies",15,91,36,2,"L 1","Portland Trail Blazers",25,10,12,78,37,1,"W 1"
520,"04/01/2016","Houston Rockets",11,93,36,2,"L 4","Utah Jazz",29,9,11,91,33,2,"W 2"
521,"05/01/2016","New York Knicks",20,107,36,2,"W 1","Atlanta Hawks",1,9,11,101,36,2,"L 1"
522,"05/01/2016","Milwaukee Bucks",17,106,37,1,"L 1","Chicago Bulls",5,9,10,117,33,2,"W 4"
523,"05/01/2016","Sacramento Kings",26,116,35,1,"W 2","Dallas Mavericks",7,9,10,117,35,3,"L 2"
524,"05/01/2016","Golden State Warriors",10,109,35,1,"W 3","Los Angeles Lakers",14,10,12,88,36,2,"W 3"
525,"06/01/2016","Detroit Pistons",9,99,36,2,"W 1","Boston Celtics",2,10,11,94,35,2,"W 1"
526,"06/01/2016","Toronto Raptors",28,91,37,2,"L 2","Brooklyn Nets",3,12,12,74,35,2,"L 1"
527,"06/01/2016","New York Knicks",20,98,37,1,"W 2","Miami Heat",16,10,10,90,35,2,"W 3"
528,"06/01/2016","Denver Nuggets",8,78,36,3,"L 6","Minnesota Timberwolves",18,11,11,74,36,2,"L 3"
529,"06/01/2016","Dallas Mavericks",7,100,36,1,"W 1","New Orleans Pelicans",19,10,11,91,34,4,"W 1"
530,"06/01/2016","Memphis Grizzlies",15,94,37,2,"W 1","Oklahoma City Thunder",21,10,12,112,36,2,"L 1"
531,"06/01/2016","Indiana Pacers",12,95,35,2,"L 1","Orlando Magic",22,10,12,86,36,2,"L 3"
532,"06/01/2016","Charlotte Hornets",4,102,35,2,"L 4","Phoenix Suns",24,11,10,111,38,3,"L 9"
533,"06/01/2016","Los Angeles Clippers",13,109,36,4,"W 6","Portland Trail Blazers",25,10,12,98,38,2,"L 1"
534,"06/01/2016","Utah Jazz",29,98,34,2,"L 1","San Antonio Spurs",27,10,12,123,37,2,"W 5"
535,"06/01/2016","Cleveland Cavaliers",6,121,33,2,"W 4","Washington Wizards",30,10,11,115,33,3,"L 1"
536,"07/01/2016","Boston Celtics",2,92,36,1,"L 1","Chicago Bulls",5,10,10,101,34,2,"W 5"
537,"07/01/2016","Utah Jazz",29,94,35,1,"L 2","Houston Rockets",11,10,11,103,37,3,"W 1"
538,"07/01/2016","Atlanta Hawks",1,126,37,2,"L 2","Philadelphia 76ers",23,12,12,98,38,3,"W 1"
539,"07/01/2016","Los Angeles Lakers",14,115,37,2,"L 1","Sacramento Kings",26,9,11,118,36,2,"L 1"
540,"08/01/2016","Orlando Magic",22,83,37,2,"L 4","Brooklyn Nets",3,10,11,77,36,2,"L 2"
541,"08/01/2016","Oklahoma City Thunder",21,117,37,2,"W 1","Los Angeles Lakers",14,10,11,113,38,1,"L 2"
542,"08/01/2016","Denver Nuggets",8,84,37,2,"W 1","Memphis Grizzlies",15,11,11,91,38,2,"L 1"
543,"08/01/2016","Dallas Mavericks",7,95,37,2,"W 2","Milwaukee Bucks",17,12,9,96,38,3,"L 2"
544,"08/01/2016","Cleveland Cavaliers",6,125,34,2,"W 5","Minnesota Timberwolves",18,11,12,99,37,2,"L 4"
545,"08/01/2016","Indiana Pacers",12,91,36,2,"W 1","New Orleans Pelicans",19,10,11,86,35,2,"L 1"
546,"08/01/2016","Miami Heat",16,103,36,2,"L 1","Phoenix Suns",24,9,11,95,39,2,"W 1"
547,"08/01/2016","Golden State Warriors",10,128,36,3,"W 4","Portland Trail Blazers",25,11,12,108,39,2,"L 2"
548,"08/01/2016","New York Knicks",20,99,38,2,"W 3","San Antonio Spurs",27,10,11,100,38,2,"W 6"
549,"08/01/2016","Toronto Raptors",28,97,38,2,"W 1","Washington Wizards",30,9,11,88,34,2,"L 2"
550,"09/01/2016","Chicago Bulls",5,105,35,2,"W 6","Atlanta Hawks",1,11,12,120,38,2,"W 1"
551,"09/01/2016","Brooklyn Nets",3,89,37,1,"L 3","Detroit Pistons",9,12,10,103,37,3,"W 2"
552,"09/01/2016","Charlotte Hornets",4,83,36,3,"L 5","Los Angeles Clippers",13,9,11,97,37,3,"W 7"
553,"09/01/2016","Washington Wizards",30,105,35,1,"L 3","Orlando Magic",22,9,12,99,38,1,"W 1"
554,"09/01/2016","Toronto Raptors",28,108,39,1,"W 2","Philadelphia 76ers",23,11,12,95,39,2,"L 1"
555,"09/01/2016","Golden State Warriors",10,128,37,1,"W 5","Sacramento Kings",26,10,11,116,37,2,"W 1"
556,"09/01/2016","Miami Heat",16,83,37,1,"W 1","Utah Jazz",29,9,10,98,36,2,"L 3"
557,"10/01/2016","Charlotte Hornets",4,92,37,1,"L 6","Denver Nuggets",8,9,11,95,38,2,"L 1"
558,"10/01/2016","Indiana Pacers",12,103,37,2,"W 2","Houston Rockets",11,11,11,107,38,3,"W 2"
559,"10/01/2016","New Orleans Pelicans",19,111,36,2,"L 2","Los Angeles Clippers",13,11,11,114,38,1,"W 8"
560,"10/01/2016","Utah Jazz",29,86,37,1,"W 1","Los Angeles Lakers",14,10,11,74,39,2,"L 3"
561,"10/01/2016","Boston Celtics",2,98,37,3,"L 2","Memphis Grizzlies",15,9,10,101,39,2,"W 1"
562,"10/01/2016","Dallas Mavericks",7,93,38,2,"L 1","Minnesota Timberwolves",18,10,12,87,38,2,"L 5"
563,"10/01/2016","Milwaukee Bucks",17,88,39,2,"W 1","New York Knicks",20,11,11,100,39,2,"L 1"
564,"10/01/2016","Cleveland Cavaliers",6,95,35,2,"W 6","Philadelphia 76ers",23,10,11,85,40,1,"L 2"
565,"10/01/2016","Oklahoma City Thunder",21,110,38,2,"W 2","Portland Trail Blazers",25,11,11,115,40,2,"L 3"
566,"11/01/2016","San Antonio Spurs",27,106,39,3,"W 7","Brooklyn Nets",3,12,12,79,38,2,"L 4"
567,"11/01/2016","Washington Wizards",30,114,36,2,"W 1","Chicago Bulls",5,11,12,100,36,2,"L 1"
568,"11/01/2016","Miami Heat",16,103,38,2,"L 1","Golden State Warriors",10,10,12,111,38,2,"W 6"
569,"12/01/2016","Cleveland Cavaliers",6,110,36,2,"W 7","Dallas Mavericks",7,9,11,107,39,2,"W 1"
570,"12/01/2016","San Antonio Spurs",27,109,40,1,"W 8","Detroit Pistons",9,11,11,99,38,3,"W 3"
571,"12/01/2016","Phoenix Suns",24,97,40,4,"L 1","Indiana Pacers",12,10,12,116,38,2,"L 1"
572,"12/01/2016","New Orleans Pelicans",19,91,37,2,"L 3","Los Angeles Lakers",14,10,11,95,40,2,"L 4"
573,"12/01/2016","Houston Rockets",11,107,39,2,"W 3","Memphis Grizzlies",15,11,11,91,40,2,"W 2"
574,"12/01/2016","Chicago Bulls",5,101,37,1,"L 2","Milwaukee Bucks",17,11,10,106,40,2,"L 1"
575,"12/01/2016","Oklahoma City Thunder",21,101,39,2,"L 1","Minnesota Timberwolves",18,10,11,96,39,2,"L 6"
576,"12/01/2016","Boston Celtics",2,114,38,2,"L 3","New York Knicks",20,9,12,120,40,2,"W 1"
577,"13/01/2016","Indiana Pacers",12,94,39,1,"W 1","Boston Celtics",2,10,10,103,39,1,"L 4"
578,"13/01/2016","New York Knicks",20,104,41,1,"W 2","Brooklyn Nets",3,9,12,110,39,2,"L 5"
579,"13/01/2016","Atlanta Hawks",1,84,39,4,"W 2","Charlotte Hornets",4,12,12,107,38,3,"L 7"
580,"13/01/2016","Golden State Warriors",10,110,39,2,"W 7","Denver Nuggets",8,11,12,112,39,3,"W 1"
581,"13/01/2016","Minnesota Timberwolves",18,104,40,1,"L 7","Houston Rockets",11,10,10,107,40,1,"W 4"
582,"13/01/2016","Miami Heat",16,90,39,2,"L 2","Los Angeles Clippers",13,11,12,104,39,3,"W 9"
583,"13/01/2016","Dallas Mavericks",7,89,40,1,"L 1","Oklahoma City Thunder",21,10,12,108,40,1,"W 1"
584,"13/01/2016","Utah Jazz",29,85,38,3,"W 2","Portland Trail Blazers",25,10,12,99,41,3,"W 1"
585,"13/01/2016","New Orleans Pelicans",19,109,38,1,"L 4","Sacramento Kings",26,10,12,97,38,4,"L 1"
586,"13/01/2016","Milwaukee Bucks",17,101,41,1,"W 1","Washington Wizards",30,9,12,106,37,2,"W 2"
587,"14/01/2016","Los Angeles Lakers",14,98,41,2,"W 1","Golden State Warriors",10,10,12,116,40,1,"L 1"
588,"14/01/2016","Detroit Pistons",9,101,39,2,"L 1","Memphis Grizzlies",15,10,11,103,41,2,"L 1"
589,"14/01/2016","Toronto Raptors",28,106,40,5,"W 3","Orlando Magic",22,10,11,103,39,5,"L 1"
590,"14/01/2016","Chicago Bulls",5,115,38,2,"L 3","Philadelphia 76ers",23,10,12,111,41,4,"L 3"
591,"14/01/2016","Cleveland Cavaliers",6,95,37,2,"W 8","San Antonio Spurs",27,10,12,99,41,2,"W 9"
592,"14/01/2016","Sacramento Kings",26,103,39,1,"L 2","Utah Jazz",29,9,12,101,39,1,"L 1"
593,"15/01/2016","Phoenix Suns",24,103,41,3,"L 2","Boston Celtics",2,11,12,117,40,2,"W 1"
594,"15/01/2016","Portland Trail Blazers",25,116,42,2,"W 2","Brooklyn Nets",3,12,12,104,40,2,"W 1"
595,"15/01/2016","Dallas Mavericks",7,83,41,2,"L 2","Chicago Bulls",5,11,12,77,39,1,"W 1"
596,"15/01/2016","Miami Heat",16,98,40,2,"L 3","Denver Nuggets",8,9,11,95,40,2,"W 2"
597,"15/01/2016","Cleveland Cavaliers",6,91,38,1,"L 1","Houston Rockets",11,12,12,77,41,2,"W 5"
598,"15/01/2016","Washington Wizards",30,118,38,2,"W 3","Indiana Pacers",12,11,12,104,40,2,"L 1"
599,"15/01/2016","Atlanta Hawks",1,101,40,2,"L 1","Milwaukee Bucks",17,11,10,108,42,2,"L 1"
600,"15/01/2016","Charlotte Hornets",4,107,39,2,"W 1","New Orleans Pelicans",19,9,11,109,39,2,"W 1"
601,"15/01/2016","Minnesota Timberwolves",18,93,41,2,"L 8","Oklahoma City Thunder",21,12,12,113,41,2,"W 2"
602,"16/01/2016","Brooklyn Nets",3,86,41,1,"L 1","Atlanta Hawks",1,12,12,114,41,1,"L 2"
603,"16/01/2016","Milwaukee Bucks",17,105,43,1,"W 1","Charlotte Hornets",4,12,12,92,40,1,"L 1"
604,"16/01/2016","Golden State Warriors",10,95,41,2,"W 1","Detroit Pistons",9,11,11,113,40,2,"L 2"
605,"16/01/2016","Sacramento Kings",26,110,40,2,"W 1","Los Angeles Clippers",13,9,11,103,40,3,"W 10"
606,"16/01/2016","New York Knicks",20,95,42,3,"L 1","Memphis Grizzlies",15,12,11,103,42,2,"W 1"
607,"16/01/2016","Portland Trail Blazers",25,89,43,1,"W 3","Philadelphia 76ers",23,12,12,114,42,2,"L 4"
608,"16/01/2016","Los Angeles Lakers",14,82,42,2,"L 1","Utah Jazz",29,12,12,109,40,2,"L 2"
609,"16/01/2016","Boston Celtics",2,119,41,1,"W 2","Washington Wizards",30,10,10,117,39,1,"W 4"
610,"17/01/2016","Indiana Pacers",12,126,41,2,"L 2","Denver Nuggets",8,10,11,129,41,2,"L 1"
611,"17/01/2016","Houston Rockets",11,112,42,2,"L 1","Los Angeles Lakers",14,11,12,95,43,1,"L 2"
612,"17/01/2016","Phoenix Suns",24,87,42,2,"L 3","Minnesota Timberwolves",18,11,12,117,42,2,"L 9"
613,"17/01/2016","Miami Heat",16,74,41,2,"W 1","Oklahoma City Thunder",21,10,11,99,42,2,"W 3"
614,"17/01/2016","Dallas Mavericks",7,83,42,2,"W 1","San Antonio Spurs",27,12,12,112,42,3,"W 10"
615,"18/01/2016","Orlando Magic",22,81,40,4,"L 2","Atlanta Hawks",1,12,12,98,42,2,"W 1"
616,"18/01/2016","Utah Jazz",29,119,41,2,"W 1","Charlotte Hornets",4,10,10,124,41,2,"L 2"
617,"18/01/2016","Golden State Warriors",10,132,42,2,"L 1","Cleveland Cavaliers",6,12,12,98,39,3,"W 1"
618,"18/01/2016","Boston Celtics",2,113,42,2,"W 3","Dallas Mavericks",7,9,10,118,43,1,"L 1"
619,"18/01/2016","Chicago Bulls",5,111,40,3,"L 1","Detroit Pistons",9,10,11,101,41,2,"W 1"
620,"18/01/2016","Houston Rockets",11,132,43,1,"W 1","Los Angeles Clippers",13,12,11,140,41,2,"L 1"
621,"18/01/2016","New Orleans Pelicans",19,99,40,3,"W 2","Memphis Grizzlies",15,9,11,101,43,2,"W 2"
622,"18/01/2016","Philadelphia 76ers",23,113,43,2,"W 1","New York Knicks",20,11,12,119,43,2,"L 2"
623,"18/01/2016","Brooklyn Nets",3,100,42,2,"L 2","Toronto Raptors",28,10,12,112,41,4,"W 4"
624,"18/01/2016","Portland Trail Blazers",25,108,44,2,"L 1","Washington Wizards",30,12,12,98,40,2,"L 1"
625,"19/01/2016","Oklahoma City Thunder",21,110,43,2,"W 4","Denver Nuggets",8,10,11,104,42,2,"W 1"
626,"19/01/2016","Milwaukee Bucks",17,91,44,3,"W 2","Miami Heat",16,12,10,79,42,2,"L 1"
627,"19/01/2016","Minnesota Timberwolves",18,99,43,2,"W 1","New Orleans Pelicans",19,12,11,114,41,1,"L 1"
628,"19/01/2016","Indiana Pacers",12,97,42,2,"L 3","Phoenix Suns",24,11,12,94,43,2,"L 4"
629,"20/01/2016","Cleveland Cavaliers",6,91,40,2,"L 1","Brooklyn Nets",3,12,12,78,43,2,"L 3"
630,"20/01/2016","Golden State Warriors",10,125,43,2,"W 1","Chicago Bulls",5,12,12,94,41,2,"W 1"
631,"20/01/2016","Minnesota Timberwolves",18,94,44,1,"L 1","Dallas Mavericks",7,11,11,106,44,2,"W 1"
632,"20/01/2016","Detroit Pistons",9,123,42,2,"L 1","Houston Rockets",11,9,12,114,44,2,"L 1"
633,"20/01/2016","Sacramento Kings",26,112,41,4,"W 2","Los Angeles Lakers",14,12,12,93,44,3,"L 3"
634,"20/01/2016","Utah Jazz",29,111,42,2,"L 1","New York Knicks",20,10,11,118,44,2,"W 1"
635,"20/01/2016","Charlotte Hornets",4,95,42,2,"W 1","Oklahoma City Thunder",21,12,11,109,44,1,"W 5"
636,"20/01/2016","Philadelphia 76ers",23,96,44,2,"L 1","Orlando Magic",22,10,12,87,41,2,"L 3"
637,"20/01/2016","Atlanta Hawks",1,104,43,2,"W 2","Portland Trail Blazers",25,11,11,98,45,2,"W 1"
638,"20/01/2016","Boston Celtics",2,109,43,2,"L 1","Toronto Raptors",28,10,10,115,42,2,"W 5"
639,"20/01/2016","Miami Heat",16,87,43,1,"L 2","Washington Wizards",30,10,12,106,41,2,"L 2"
640,"21/01/2016","Los Angeles Clippers",13,102,42,3,"W 1","Cleveland Cavaliers",6,12,11,115,41,1,"W 1"
641,"21/01/2016","Memphis Grizzlies",15,102,44,3,"W 3","Denver Nuggets",8,10,12,101,43,2,"L 1"
642,"21/01/2016","Detroit Pistons",9,99,43,1,"W 1","New Orleans Pelicans",19,9,12,115,42,2,"W 1"
643,"21/01/2016","San Antonio Spurs",27,117,43,4,"W 11","Phoenix Suns",24,12,10,89,44,2,"L 5"
644,"21/01/2016","Atlanta Hawks",1,88,44,1,"W 3","Sacramento Kings",26,10,11,91,42,1,"W 3"
645,"22/01/2016","Chicago Bulls",5,101,42,2,"L 1","Boston Celtics",2,10,10,110,44,2,"L 2"
646,"22/01/2016","Utah Jazz",29,108,43,2,"L 2","Brooklyn Nets",3,12,12,86,44,2,"L 4"
647,"22/01/2016","Oklahoma City Thunder",21,109,45,2,"W 6","Dallas Mavericks",7,9,12,106,45,2,"W 2"
648,"22/01/2016","Indiana Pacers",12,110,43,3,"W 1","Golden State Warriors",10,10,12,122,44,2,"W 2"
649,"22/01/2016","Milwaukee Bucks",17,98,45,3,"W 3","Houston Rockets",11,9,10,102,45,2,"L 2"
650,"22/01/2016","San Antonio Spurs",27,108,44,1,"W 12","Los Angeles Lakers",14,12,12,95,45,2,"L 4"
651,"22/01/2016","Los Angeles Clippers",13,116,43,1,"L 1","New York Knicks",20,12,12,88,45,2,"W 2"
652,"22/01/2016","Charlotte Hornets",4,120,43,2,"L 1","Orlando Magic",22,10,12,116,42,2,"L 4"
653,"22/01/2016","Miami Heat",16,81,44,2,"L 3","Toronto Raptors",28,9,12,101,43,2,"W 6"
654,"23/01/2016","New York Knicks",20,84,46,1,"L 1","Charlotte Hornets",4,11,11,97,44,1,"W 1"
655,"23/01/2016","Chicago Bulls",5,96,43,1,"L 2","Cleveland Cavaliers",6,10,11,83,42,2,"W 2"
656,"23/01/2016","Detroit Pistons",9,101,44,2,"L 1","Denver Nuggets",8,10,11,104,44,2,"L 2"
657,"23/01/2016","Memphis Grizzlies",15,101,45,2,"W 4","Minnesota Timberwolves",18,10,12,106,45,3,"L 2"
658,"23/01/2016","Milwaukee Bucks",17,99,46,1,"L 1","New Orleans Pelicans",19,12,12,116,43,2,"W 2"
659,"23/01/2016","Atlanta Hawks",1,95,45,2,"L 1","Phoenix Suns",24,10,10,98,45,2,"L 6"
660,"23/01/2016","Los Angeles Lakers",14,103,46,1,"L 5","Portland Trail Blazers",25,12,12,121,46,3,"L 1"
661,"23/01/2016","Indiana Pacers",12,97,44,1,"L 1","Sacramento Kings",26,9,10,108,43,2,"W 4"
662,"24/01/2016","Oklahoma City Thunder",21,106,46,2,"W 7","Brooklyn Nets",3,10,11,116,45,2,"L 5"
663,"24/01/2016","Dallas Mavericks",7,104,46,2,"L 1","Houston Rockets",11,12,11,115,46,2,"W 1"
664,"24/01/2016","Boston Celtics",2,112,45,2,"W 1","Philadelphia 76ers",23,12,12,92,45,4,"W 1"
665,"24/01/2016","Los Angeles Clippers",13,94,44,2,"W 1","Toronto Raptors",28,12,12,112,44,2,"W 7"
666,"25/01/2016","Miami Heat",16,89,45,3,"L 4","Chicago Bulls",5,9,10,84,44,2,"W 1"
667,"25/01/2016","Minnesota Timberwolves",18,107,46,2,"W 1","Cleveland Cavaliers",6,9,10,114,43,2,"L 1"
668,"25/01/2016","Atlanta Hawks",1,119,46,2,"L 2","Denver Nuggets",8,12,12,105,45,2,"W 1"
669,"25/01/2016","San Antonio Spurs",27,90,45,3,"W 13","Golden State Warriors",10,12,12,120,45,3,"W 3"
670,"25/01/2016","Orlando Magic",22,102,43,3,"L 5","Memphis Grizzlies",15,11,11,108,46,2,"L 1"
671,"25/01/2016","Houston Rockets",11,112,47,1,"W 2","New Orleans Pelicans",19,9,12,111,44,2,"W 3"
672,"25/01/2016","Charlotte Hornets",4,129,45,2,"W 2","Sacramento Kings",26,10,11,128,44,2,"W 5"
673,"25/01/2016","Detroit Pistons",9,95,45,2,"L 2","Utah Jazz",29,9,12,92,44,3,"W 1"
674,"25/01/2016","Boston Celtics",2,116,46,1,"W 2","Washington Wizards",30,12,12,91,42,5,"W 1"
675,"26/01/2016","Miami Heat",16,102,46,1,"W 1","Brooklyn Nets",3,9,12,98,46,2,"W 1"
676,"26/01/2016","Los Angeles Clippers",13,91,45,2,"L 1","Indiana Pacers",12,10,11,89,45,3,"L 2"
