Game.ID,Date,Away.Team,Away.Team.ID,A.Score,away_week,DaysofRest.Away.Team,Home.Team,H.Team.ID,No.of.Players.H,No.of.Players.A,H.Score,home_week,DaysofRest.Home.Team,A.Player1,WA1,A.MP1,A.Player2,WA2,A.MP2,A.Player3,WA3,A.MP3,A.Player4,WA4,A.MP4,A.Player5,WA5,A.MP5,A.Player6,WA6,A.MP6,A.Player7,WA7,A.MP7,A.Player8,WA8,A.MP8,A.Player9,WA9,A.MP9,A.Player10,WA10,A.MP10,A.Player11,WA11,A.MP11,A.Player12,WA12,A.Player9.1,A.MP9.1,A.Player10.1,A.MP10.1,A.Player11.1,A.MP11.1,A.Player12.1,A.MP12,H.Player1,WH1,MP1,H.Player2,WH2,MP2,H.Player3,WH3,MP3,H.Player4,WH4,MP4,H.Player5,WH5,MP5,H.Player6,WH6,MP6,H.Player7,WH7,MP7,H.Player8,WH8,MP8,H.Player9,WH9,MP9,H.Player10,WH10,MP10,H.Player11,WH11,MP11,H.Player12,WH12,MP12
232,27/11/2015,New Orleans Pelicans,19,90,16,2,Los Angeles Clippers,13,10,12,111,16,2,15,0.13875,33.3,143,0.125625,30.15,30,0.117430556,28.18333333,356,0.066875,16.05,246,0.054166667,13,174,0.158263889,37.98333333,446,0.098819444,23.71666667,401,0.096111111,23.06666667,101,0.082569444,19.81666667,301,0.061388889,14.73333333,NA,0,0,NA,0,101,19.81666667,301,14.73333333,NA,0,NA,0,42,0.119166667,28.6,79,0.119166667,28.6,178,0.1025,24.6,107,0.1025,24.6,470,0.059166667,14.2,184,0.111736111,26.81666667,287,0.108958333,26.15,36,0.098472222,23.63333333,245,0.09125,21.9,370,0.054166667,13,297,0.026666667,6.4,86,0.00625,1.5
233,27/11/2015,Atlanta Hawks,1,116,18,2,Memphis Grizzlies,15,10,11,101,17,2,369,0.146944444,35.26666667,280,0.143472222,34.43333333,6,0.124166667,29.8,207,0.121736111,29.21666667,263,0.109791667,26.35,285,0.109097222,26.18333333,330,0.099305556,23.83333333,113,0.078263889,18.78333333,443,0.034166667,8.2,331,0.033055556,7.933333333,NA,0,0,NA,0,443,8.2,331,7.933333333,NA,0,NA,0,327,0.15875,38.1,304,0.152291667,36.55,206,0.129444444,31.06666667,318,0.113680556,27.28333333,447,0.085277778,20.46666667,193,0.110972222,26.63333333,91,0.106319444,25.51666667,467,0.093611111,22.46666667,311,0.044861111,10.76666667,399,0.004791667,1.15,NA,0,0,NA,0,0
234,27/11/2015,Miami Heat,16,97,15,2,New York Knicks,20,11,12,78,17,2,166,0.130625,31.35,74,0.130069444,31.21666667,159,0.124236111,29.81666667,133,0.120555556,28.93333333,155,0.110486111,26.51666667,251,0.144305556,34.63333333,243,0.099513889,23.88333333,460,0.084861111,20.36666667,465,0.030416667,7.3,40,0.017430556,4.183333333,244,0.0075,1.8,NA,0,465,7.3,40,4.183333333,244,1.8,NA,0,67,0.141319444,33.91666667,241,0.104027778,24.96666667,278,0.098888889,23.73333333,35,0.080069444,19.21666667,391,0.057083333,13.7,289,0.119930556,28.78333333,213,0.095972222,23.03333333,282,0.081111111,19.46666667,117,0.073680556,17.68333333,269,0.070347222,16.88333333,288,0.056597222,13.58333333,295,0.020972222,5.033333333
235,27/11/2015,Detroit Pistons,9,87,16,2,Oklahoma City Thunder,21,9,11,103,17,2,264,0.166805556,40.03333333,308,0.165138889,39.63333333,19,0.135138889,32.43333333,146,0.118194444,28.36666667,385,0.111875,26.85,424,0.088125,21.15,32,0.081805556,19.63333333,422,0.068055556,16.33333333,34,0.064861111,15.56666667,NA,0,0,NA,0,0,NA,0,34,15.56666667,NA,0,NA,0,NA,0,265,0.157708333,37.85,409,0.132430556,31.78333333,22,0.128888889,30.93333333,400,0.119236111,28.61666667,426,0.116319444,27.91666667,122,0.112777778,27.06666667,94,0.089652778,21.51666667,141,0.076666667,18.4,344,0.034097222,8.183333333,31,0.032222222,7.733333333,NA,0,0,NA,0,0
236,27/11/2015,Milwaukee Bucks,17,90,16,2,Orlando Magic,22,12,12,114,16,2,271,0.142877232,33.86666667,157,0.133314583,31.6,325,0.101532836,24.06666667,180,0.092673323,21.96666667,162,0.080790325,19.15,214,0.139291239,33.01666667,355,0.106806356,25.31666667,225,0.084095064,19.93333333,164,0.055969625,13.26666667,228,0.037617775,8.916666667,379,0.012515821,2.966666667,332,0.012515821,164,13.26666667,228,8.916666667,379,2.966666667,332,2.966666667,136,0.129869217,30.78333333,445,0.125017578,29.63333333,147,0.118619041,28.11666667,351,0.090563915,21.46666667,70,0.079173112,18.76666667,26,0.106454788,25.23333333,466,0.102517227,24.3,201,0.084165378,19.95,2,0.077626213,18.4,413,0.049992969,11.85,312,0.020742512,4.916666667,121,0.015258051,3.616666667
237,27/11/2015,Golden State Warriors,10,135,17,3,Phoenix Suns,24,12,12,116,16,2,128,0.138402778,33.21666667,423,0.127708333,30.65,273,0.111527778,26.76666667,165,0.087152778,20.91666667,24,0.054236111,13.01666667,20,0.097083333,23.3,292,0.096458333,23.15,415,0.085833333,20.6,149,0.069027778,16.56666667,53,0.060277778,14.46666667,169,0.054652778,13.11666667,203,0.017638889,149,16.56666667,53,14.46666667,169,13.11666667,203,4.233333333,52,0.150643342,34.73333333,142,0.147968773,34.11666667,314,0.074237386,17.11666667,361,0.06816539,15.71666667,463,0.017999133,4.15,428,0.152233627,35.1,118,0.107199653,24.71666667,333,0.091152234,21.01666667,33,0.052045685,12,419,0.047491687,10.95,229,0.045539974,10.5,395,0.045323117,10.45
238,27/11/2015,Minnesota Timberwolves,18,101,16,2,Sacramento Kings,26,11,12,91,17,2,27,0.150694444,36.16666667,476,0.121805556,29.23333333,268,0.119583333,28.7,254,0.088888889,21.33333333,266,0.069861111,16.76666667,161,0.111111111,26.66666667,431,0.089652778,21.51666667,21,0.078194444,18.76666667,98,0.073680556,17.68333333,412,0.065416667,15.7,4,0.031111111,7.466666667,NA,0,98,17.68333333,412,15.7,4,7.466666667,NA,0,375,0.150138889,36.03333333,275,0.123333333,29.6,397,0.111736111,26.81666667,39,0.108680556,26.08333333,473,0.103263889,24.78333333,307,0.141111111,33.86666667,357,0.115555556,27.73333333,103,0.096805556,23.23333333,372,0.038958333,9.35,411,0.005208333,1.25,186,0.005208333,1.25,NA,0,0
239,28/11/2015,Brooklyn Nets,3,88,16,3,Cleveland Cavaliers,6,11,12,90,17,1,221,0.164444444,39.46666667,56,0.15625,37.5,436,0.149513889,35.88333333,200,0.1475,35.4,394,0.123958333,29.75,23,0.068680556,16.48333333,45,0.057569444,13.81666667,414,0.0525,12.6,469,0.043472222,10.43333333,438,0.025555556,6.133333333,410,0.010555556,2.533333333,NA,0,469,10.43333333,438,6.133333333,410,2.533333333,NA,0,179,0.161655441,38.8,293,0.14880911,35.71666667,267,0.141656829,34,335,0.118463996,28.43333333,444,0.071939449,17.26666667,455,0.131726963,31.61666667,320,0.105756545,25.38333333,386,0.073050483,17.53333333,190,0.025067704,6.016666667,18,0.017776543,4.266666667,194,0.004096938,0.983333333,NA,0,0
240,28/11/2015,Denver Nuggets,8,81,17,1,Dallas Mavericks,7,11,12,92,17,3,378,0.153055556,36.73333333,140,0.142847222,34.28333333,99,0.140416667,33.7,102,0.131041667,31.45,348,0.077361111,18.56666667,472,0.126041667,30.25,185,0.071736111,17.21666667,262,0.058888889,14.13333333,329,0.053819444,12.91666667,224,0.034652778,8.316666667,276,0.010138889,2.433333333,NA,0,329,12.91666667,224,8.316666667,276,2.433333333,NA,0,114,0.13027922,30.95,478,0.128805949,30.6,123,0.128805949,30.6,471,0.117721341,27.96666667,69,0.096814929,23,383,0.118422899,28.13333333,132,0.087624526,20.81666667,119,0.083415182,19.81666667,248,0.039848464,9.466666667,71,0.028342921,6.733333333,204,0.023011085,5.466666667,210,0.016907535,4.016666667
241,28/11/2015,Sacramento Kings,26,101,18,1,Golden State Warriors,10,12,12,120,18,1,357,0.119305556,28.63333333,39,0.114236111,27.41666667,397,0.114166667,27.4,375,0.103263889,24.78333333,275,0.095763889,22.98333333,103,0.112430556,26.98333333,307,0.093541667,22.45,473,0.083680556,20.08333333,372,0.063055556,15.13333333,411,0.039097222,9.383333333,144,0.036944444,8.866666667,186,0.024513889,372,15.13333333,411,9.383333333,144,8.866666667,186,5.883333333,128,0.148819444,35.71666667,423,0.124166667,29.8,273,0.108333333,26,24,0.081388889,19.53333333,53,0.081041667,19.45,20,0.092013889,22.08333333,292,0.088402778,21.21666667,149,0.074930556,17.98333333,415,0.070833333,17,315,0.069444444,16.66666667,169,0.036111111,8.666666667,203,0.024513889,5.883333333
242,28/11/2015,Los Angeles Lakers,14,96,15,4,Portland Trail Blazers,25,9,12,108,17,4,93,0.157083333,37.7,234,0.151805556,36.43333333,274,0.142222222,34.13333333,396,0.126944444,30.46666667,247,0.124444444,29.86666667,322,0.085,20.4,290,0.075555556,18.13333333,50,0.073055556,17.53333333,345,0.063888889,15.33333333,NA,0,0,NA,0,0,NA,0,345,15.33333333,NA,0,NA,0,NA,0,96,0.149567884,35.76666667,60,0.140925565,33.7,5,0.118692501,28.38333333,317,0.098480624,23.55,352,0.081683858,19.53333333,321,0.108586563,25.96666667,135,0.098620017,23.58333333,323,0.091023139,21.76666667,14,0.071299136,17.05,156,0.033872317,8.1,442,0.003624198,0.866666667,83,0.003624198,0.866666667
243,28/11/2015,Atlanta Hawks,1,88,19,1,San Antonio Spurs,27,12,12,108,17,1,369,0.113564442,26.31666667,280,0.109824511,25.45,435,0.106588032,24.7,207,0.097094361,22.5,6,0.0945771,21.91666667,330,0.099971231,23.16666667,263,0.08551496,19.81666667,113,0.074367089,17.23333333,285,0.069979862,16.21666667,331,0.061061565,14.15,443,0.051783659,12,250,0.035673188,285,16.21666667,331,14.15,443,12,250,8.266666667,255,0.125071306,29.23333333,100,0.12286081,28.71666667,441,0.121862521,28.48333333,286,0.10517684,24.58333333,448,0.094338277,22.05,279,0.089774672,20.98333333,366,0.084212778,19.68333333,303,0.080433542,18.8,46,0.071306332,16.66666667,232,0.035367941,8.266666667,380,0.035367941,8.266666667,106,0.034227039,8
244,28/11/2015,New Orleans Pelicans,19,87,17,1,Utah Jazz,29,10,12,101,15,3,30,0.184722222,44.33333333,143,0.134375,32.25,15,0.108472222,26.03333333,246,0.059861111,14.36666667,356,0.032986111,7.916666667,401,0.159166667,38.2,174,0.152222222,36.53333333,101,0.084444444,20.26666667,446,0.065625,15.75,13,0.018125,4.35,NA,0,0,NA,0,446,15.75,13,4.35,NA,0,NA,0,452,0.158611111,38.06666667,160,0.148402778,35.61666667,392,0.139583333,33.5,398,0.132361111,31.76666667,381,0.073125,17.55,10,0.133125,31.95,454,0.076111111,18.26666667,453,0.063958333,15.35,220,0.044861111,10.76666667,208,0.029652778,7.116666667,76,0.000208333,0.05,NA,0,0
245,28/11/2015,Toronto Raptors,28,84,17,3,Washington Wizards,30,9,10,82,14,1,110,0.159861111,38.36666667,41,0.144513889,34.68333333,281,0.141388889,33.93333333,112,0.115069444,27.61666667,300,0.107777778,25.86666667,89,0.143055556,34.33333333,365,0.085208333,20.45,433,0.082986111,19.91666667,189,0.020138889,4.833333333,NA,0,0,NA,0,0,NA,0,189,4.833333333,NA,0,NA,0,NA,0,47,0.169722222,40.73333333,227,0.163125,39.15,359,0.161666667,38.8,306,0.141111111,33.86666667,195,0.125,30,377,0.103541667,24.85,151,0.071666667,17.2,277,0.058680556,14.08333333,258,0.005486111,1.316666667,NA,0,0,NA,0,0,NA,0,0
246,29/11/2015,Detroit Pistons,9,83,17,2,Brooklyn Nets,3,9,12,87,17,1,19,0.153055556,36.73333333,308,0.147638889,35.43333333,264,0.141388889,33.93333333,385,0.126319444,30.31666667,146,0.108541667,26.05,422,0.110972222,26.63333333,32,0.091458333,21.95,424,0.073680556,17.68333333,34,0.046944444,11.26666667,NA,0,0,NA,0,0,NA,0,34,11.26666667,NA,0,NA,0,NA,0,221,0.161458333,38.75,56,0.148194444,35.56666667,436,0.129236111,31.01666667,200,0.11125,26.7,394,0.088888889,21.33333333,469,0.098055556,23.53333333,414,0.089097222,21.38333333,45,0.087777778,21.06666667,438,0.051805556,12.43333333,410,0.02375,5.7,23,0.010486111,2.516666667,NA,0,0
247,29/11/2015,Milwaukee Bucks,17,82,17,2,Charlotte Hornets,4,9,12,87,17,2,355,0.184444444,44.26666667,214,0.179722222,43.13333333,271,0.155833333,37.4,157,0.129027778,30.96666667,162,0.125972222,30.23333333,225,0.074027778,17.76666667,180,0.070972222,17.03333333,325,0.065,15.6,458,0.015,3.6,NA,0,0,NA,0,0,NA,0,458,3.6,NA,0,NA,0,NA,0,259,0.165138889,39.63333333,316,0.155069444,37.21666667,346,0.140208333,33.65,360,0.06125,14.7,7,0.028541667,6.85,211,0.113611111,27.26666667,212,0.093125,22.35,150,0.071597222,17.18333333,421,0.068333333,16.4,85,0.065972222,15.83333333,459,0.037152778,8.916666667,NA,0,0
248,29/11/2015,Minnesota Timberwolves,18,99,17,2,Los Angeles Clippers,13,11,12,107,17,2,27,0.158194444,37.96666667,476,0.135416667,32.5,254,0.109027778,26.16666667,268,0.097777778,23.46666667,266,0.064097222,15.38333333,161,0.102222222,24.53333333,341,0.090833333,21.8,21,0.08875,21.3,412,0.078055556,18.73333333,431,0.041805556,10.03333333,4,0.033819444,8.116666667,NA,0,412,18.73333333,431,10.03333333,4,8.116666667,NA,0,42,0.154305556,37.03333333,178,0.138541667,33.25,107,0.13625,32.7,79,0.131458333,31.55,297,0.0975,23.4,287,0.082152778,19.71666667,36,0.068541667,16.45,245,0.067986111,16.31666667,184,0.064305556,15.43333333,370,0.041458333,9.95,470,0.0175,4.2,NA,0,0
249,29/11/2015,Indiana Pacers,12,107,16,2,Los Angeles Lakers,14,9,10,103,16,1,368,0.153413431,36.81666667,336,0.1516772,36.4,154,0.138204042,33.16666667,61,0.126397667,30.33333333,170,0.116535871,27.96666667,393,0.113132856,27.15,237,0.083339121,20,291,0.070629905,16.95,72,0.046669908,11.2,NA,0,0,NA,0,0,NA,0,72,11.2,NA,0,NA,0,NA,0,234,0.163333333,39.2,274,0.139513889,33.48333333,247,0.112847222,27.08333333,396,0.111111111,26.66666667,93,0.109236111,26.21666667,345,0.114722222,27.53333333,322,0.112708333,27.05,50,0.075486111,18.11666667,290,0.061041667,14.65,NA,0,0,NA,0,0,NA,0,0
250,29/11/2015,Philadelphia 76ers,23,84,18,2,Memphis Grizzlies,15,10,11,92,18,2,389,0.155902778,37.41666667,172,0.147291667,35.35,182,0.133263889,31.98333333,209,0.127013889,30.48333333,183,0.048194444,11.56666667,168,0.115416667,27.7,427,0.091111111,21.86666667,371,0.065277778,15.66666667,387,0.062430556,14.98333333,347,0.054097222,12.98333333,NA,0,0,NA,0,387,14.98333333,347,12.98333333,NA,0,NA,0,304,0.162569444,39.01666667,327,0.153402778,36.81666667,477,0.133333333,32,206,0.118402778,28.41666667,447,0.081041667,19.45,318,0.112986111,27.11666667,193,0.070763889,16.98333333,91,0.068958333,16.55,311,0.061458333,14.75,467,0.037083333,8.9,NA,0,0,NA,0,0
251,29/11/2015,Houston Rockets,11,116,17,2,New York Knicks,20,10,12,111,18,2,188,0.170943396,45.3,451,0.155157233,41.11666667,84,0.137358491,36.4,364,0.128553459,34.06666667,131,0.114591195,30.36666667,432,0.09427673,24.98333333,310,0.077798742,20.61666667,202,0.076226415,20.2,87,0.025345912,6.716666667,253,0.019748428,5.233333333,NA,0,0,NA,0,87,6.716666667,253,5.233333333,NA,0,NA,0,35,0.156540881,41.48333333,278,0.153584906,40.7,241,0.14327044,37.96666667,288,0.137232704,36.36666667,391,0.05490566,14.55,269,0.119748428,31.73333333,289,0.098867925,26.2,117,0.05672956,15.03333333,213,0.043459119,11.51666667,82,0.021572327,5.716666667,282,0.01408805,3.733333333,NA,0,0
252,29/11/2015,Boston Celtics,2,91,17,2,Orlando Magic,22,12,12,110,17,2,181,0.137291667,32.95,173,0.134513889,32.28333333,37,0.132083333,31.7,196,0.11125,26.7,17,0.080347222,19.28333333,105,0.08875,21.3,148,0.087291667,20.95,230,0.072916667,17.5,257,0.071805556,17.23333333,434,0.05,12,374,0.023888889,5.733333333,192,0.009861111,257,17.23333333,434,12,374,5.733333333,192,2.366666667,136,0.146736111,35.21666667,445,0.135694444,32.56666667,351,0.135069444,32.41666667,147,0.083333333,20,70,0.070902778,17.01666667,466,0.125486111,30.11666667,26,0.097847222,23.48333333,2,0.090763889,21.78333333,201,0.064513889,15.48333333,413,0.039236111,9.416666667,120,0.005208333,1.25,312,0.005208333,1.25
253,29/11/2015,Phoenix Suns,24,107,17,2,Toronto Raptors,28,9,11,102,18,1,142,0.158541667,38.05,52,0.153194444,36.76666667,11,0.11625,27.9,314,0.094375,22.65,361,0.0925,22.2,428,0.123888889,29.73333333,229,0.094513889,22.68333333,395,0.090416667,21.7,333,0.076319444,18.31666667,NA,0,0,NA,0,0,NA,0,333,18.31666667,NA,0,NA,0,NA,0,112,0.155208333,37.25,110,0.154305556,37.03333333,281,0.139652778,33.51666667,41,0.139513889,33.48333333,300,0.073611111,17.66666667,89,0.135416667,32.5,365,0.068680556,16.48333333,433,0.060347222,14.48333333,189,0.048333333,11.6,298,0.024930556,5.983333333,NA,0,0,NA,0,0
254,30/11/2015,Oklahoma City Thunder,21,100,18,3,Atlanta Hawks,1,10,11,106,20,2,265,0.165208333,39.65,400,0.149791667,35.95,409,0.145972222,35.03333333,22,0.068472222,16.43333333,426,0.058680556,14.08333333,122,0.130416667,31.3,31,0.094444444,22.66666667,94,0.067430556,16.18333333,141,0.065555556,15.73333333,344,0.054027778,12.96666667,NA,0,0,NA,0,141,15.73333333,344,12.96666667,NA,0,NA,0,435,0.160566706,38.53333333,369,0.146537954,35.16666667,6,0.144940621,34.78333333,280,0.142093201,34.1,207,0.129314536,31.03333333,263,0.092714772,22.25,330,0.069588166,16.7,113,0.068754775,16.5,331,0.038544343,9.25,285,0.006944927,1.666666667,NA,0,0,NA,0,0
255,30/11/2015,San Antonio Spurs,27,89,18,2,Chicago Bulls,5,10,10,92,15,3,255,0.167569444,40.21666667,100,0.138194444,33.16666667,286,0.137083333,32.9,448,0.130486111,31.31666667,441,0.125694444,30.16666667,303,0.07375,17.7,46,0.072986111,17.51666667,366,0.069513889,16.68333333,106,0.064236111,15.41666667,279,0.020486111,4.916666667,NA,0,0,NA,0,106,15.41666667,279,4.916666667,NA,0,NA,0,216,0.165625,39.75,116,0.142222222,34.13333333,367,0.123333333,29.6,349,0.100416667,24.1,449,0.096736111,23.21666667,127,0.125208333,30.05,217,0.09625,23.1,429,0.08,19.2,134,0.070208333,16.85,NA,0,0,NA,0,0,NA,0,0
256,30/11/2015,Houston Rockets,11,105,18,1,Detroit Pistons,9,11,10,116,18,1,188,0.17651552,42.36666667,451,0.149642386,35.91666667,131,0.129990973,31.2,364,0.11756128,28.21666667,84,0.092840775,22.28333333,310,0.090549267,21.73333333,457,0.077911256,18.7,87,0.06617596,15.88333333,432,0.062912298,15.1,337,0.032636622,7.833333333,253,0.003263662,0.783333333,NA,0,432,15.1,337,7.833333333,253,0.783333333,NA,0,264,0.182443225,43.78333333,385,0.15264949,36.63333333,308,0.141468158,33.95,19,0.113480103,27.23333333,146,0.102090423,24.5,422,0.123758594,29.7,34,0.085561497,20.53333333,424,0.050628516,12.15,32,0.047919994,11.5,NA,0,0,NA,0,0,NA,0,0
257,30/11/2015,Portland Trail Blazers,25,87,18,2,Los Angeles Clippers,13,12,12,102,18,1,60,0.155669308,37,5,0.141294439,33.58333333,317,0.101886263,24.21666667,96,0.071383493,16.96666667,352,0.054344015,12.91666667,321,0.109319122,25.98333333,135,0.10279784,24.43333333,323,0.076712713,18.23333333,14,0.071944464,17.1,156,0.066124395,15.71666667,442,0.038777084,9.216666667,83,0.009746862,14,17.1,156,15.71666667,442,9.216666667,83,2.316666667,107,0.137569444,33.01666667,42,0.133333333,32,178,0.125138889,30.03333333,297,0.101319444,24.31666667,79,0.100347222,24.08333333,36,0.102152778,24.51666667,184,0.094791667,22.75,287,0.072361111,17.36666667,370,0.057013889,13.68333333,245,0.056458333,13.55,470,0.019513889,4.683333333,NA,0,0
258,30/11/2015,Boston Celtics,2,105,18,1,Miami Heat,16,10,9,95,16,3,37,0.163541667,39.25,196,0.140763889,33.78333333,17,0.137916667,33.1,173,0.133402778,32.01666667,181,0.132222222,31.73333333,148,0.133541667,32.05,105,0.057430556,13.78333333,257,0.039652778,9.516666667,230,0.039652778,9.516666667,434,0.021875,5.25,NA,0,0,NA,0,230,9.516666667,434,5.25,NA,0,NA,0,74,0.163888889,39.33333333,155,0.149236111,35.81666667,159,0.143472222,34.43333333,133,0.131388889,31.53333333,166,0.107361111,25.76666667,251,0.122777778,29.46666667,243,0.099930556,23.98333333,460,0.081944444,19.66666667,NA,0,0,NA,0,0,NA,0,0,NA,0,0
259,30/11/2015,Denver Nuggets,8,74,18,2,Milwaukee Bucks,17,11,12,92,18,1,99,0.143402778,34.41666667,140,0.118819444,28.51666667,348,0.105694444,25.36666667,378,0.100486111,24.11666667,262,0.094444444,22.66666667,472,0.123055556,29.53333333,185,0.103055556,24.73333333,102,0.087013889,20.88333333,224,0.079513889,19.08333333,276,0.039930556,9.583333333,329,0.004583333,1.1,NA,0,224,19.08333333,276,9.583333333,329,1.1,NA,0,214,0.137449778,32.5,355,0.130894481,30.95,271,0.130542046,30.86666667,162,0.105589624,24.96666667,157,0.083950095,19.85,325,0.127581589,30.16666667,180,0.109184465,25.81666667,225,0.098540918,23.3,379,0.03122577,7.383333333,228,0.015013745,3.55,458,0.015013745,3.55,75,0.015013745,3.55
260,30/11/2015,Dallas Mavericks,7,98,18,2,Sacramento Kings,26,12,11,112,19,2,471,0.150813036,36.01666667,114,0.145160165,34.66666667,123,0.120455021,28.76666667,478,0.119408193,28.51666667,69,0.10091423,24.1,383,0.108172238,25.83333333,119,0.10426408,24.9,132,0.051224789,12.23333333,204,0.040547142,9.683333333,71,0.039639891,9.466666667,226,0.014446228,3.45,248,0.004954986,204,9.683333333,71,9.466666667,226,3.45,248,1.183333333,111,0.157847222,37.88333333,397,0.145625,34.95,375,0.123958333,29.75,39,0.073125,17.55,473,0.051319444,12.31666667,357,0.136458333,32.75,103,0.116180556,27.88333333,411,0.081736111,19.61666667,307,0.064166667,15.4,275,0.049583333,11.9,NA,0,0,NA,0,0
261,30/11/2015,Golden State Warriors,10,106,19,2,Utah Jazz,29,12,11,103,16,2,128,0.159652778,38.31666667,423,0.155277778,37.26666667,273,0.149166667,35.8,24,0.090972222,21.83333333,53,0.051527778,12.36666667,20,0.110486111,26.51666667,149,0.098819444,23.71666667,415,0.080486111,19.31666667,292,0.046111111,11.06666667,169,0.025555556,6.133333333,315,0.018125,4.35,191,0.013819444,292,11.06666667,169,6.133333333,315,4.35,191,3.316666667,160,0.157638889,37.83333333,398,0.155555556,37.33333333,392,0.143055556,34.33333333,115,0.142222222,34.13333333,381,0.061111111,14.66666667,10,0.119097222,28.58333333,453,0.091944444,22.06666667,452,0.078402778,18.81666667,220,0.045069444,10.81666667,454,0.005902778,1.416666667,NA,0,0,NA,0,0
262,01/12/2015,Phoenix Suns,24,91,18,2,Brooklyn Nets,3,10,11,94,18,2,52,0.156944444,37.66666667,142,0.156319444,37.51666667,11,0.145625,34.95,361,0.130208333,31.25,314,0.117013889,28.08333333,333,0.079652778,19.11666667,428,0.078611111,18.86666667,395,0.054930556,13.18333333,229,0.048888889,11.73333333,118,0.031805556,7.633333333,NA,0,0,NA,0,229,11.73333333,118,7.633333333,NA,0,NA,0,56,0.153482881,36.83333333,436,0.148413084,35.61666667,221,0.14695465,35.26666667,200,0.123272449,29.58333333,394,0.094867699,22.76666667,414,0.126189319,30.28333333,469,0.084797555,20.35,45,0.075630252,18.15,438,0.046253212,11.1,313,0.000138899,0.033333333,NA,0,0,NA,0,0
263,01/12/2015,Washington Wizards,30,97,15,3,Cleveland Cavaliers,6,9,12,85,18,3,359,0.174166667,41.8,47,0.172916667,41.5,227,0.170555556,40.93333333,306,0.136319444,32.71666667,195,0.131805556,31.63333333,151,0.114930556,27.58333333,377,0.05875,14.1,277,0.037847222,9.083333333,258,0.002708333,0.65,NA,0,0,NA,0,0,NA,0,258,0.65,NA,0,NA,0,NA,0,293,0.155763889,37.38333333,179,0.150833333,36.2,267,0.136388889,32.73333333,335,0.116111111,27.86666667,444,0.037152778,8.916666667,320,0.114305556,27.43333333,455,0.11375,27.3,386,0.074375,17.85,190,0.057638889,13.83333333,18,0.038888889,9.333333333,194,0.004791667,1.15,NA,0,0
264,01/12/2015,Orlando Magic,22,96,18,2,Minnesota Timberwolves,18,10,11,93,18,2,351,0.155763889,37.38333333,445,0.145208333,34.85,136,0.142777778,34.26666667,147,0.116388889,27.93333333,70,0.070069444,16.81666667,26,0.129166667,31,466,0.114861111,27.56666667,2,0.055555556,13.33333333,201,0.044027778,10.56666667,413,0.026180556,6.283333333,NA,0,0,NA,0,201,10.56666667,413,6.283333333,NA,0,NA,0,27,0.151031178,36.25,388,0.111033956,26.65,268,0.096312756,23.11666667,254,0.092493577,22.2,266,0.085063537,20.41666667,161,0.120824943,29,476,0.118741754,28.5,341,0.101381848,24.33333333,412,0.069161864,16.6,431,0.053954586,12.95,NA,0,0,NA,0,0
265,01/12/2015,Memphis Grizzlies,15,113,19,2,New Orleans Pelicans,19,10,12,104,18,3,304,0.175776096,42.18333333,206,0.129245086,31.01666667,477,0.109104799,26.18333333,327,0.101604278,24.38333333,447,0.062018196,14.88333333,91,0.140218071,33.65,318,0.113271755,27.18333333,311,0.098409612,23.61666667,193,0.037502604,9,467,0.032849503,7.883333333,NA,0,0,NA,0,193,9,467,7.883333333,NA,0,NA,0,30,0.171261893,41.1,462,0.130425724,31.3,15,0.117785957,28.26666667,246,0.108201958,25.96666667,13,0.052503646,12.6,401,0.139384679,33.45,354,0.094659351,22.71666667,143,0.081255643,19.5,174,0.059309674,14.23333333,101,0.023404403,5.616666667,356,0.02180707,5.233333333,NA,0,0
266,01/12/2015,Los Angeles Lakers,14,91,17,2,Philadelphia 76ers,23,10,11,103,19,2,234,0.157222222,37.73333333,93,0.153888889,36.93333333,396,0.137361111,32.96666667,274,0.132083333,31.7,247,0.118194444,28.36666667,296,0.088888889,21.33333333,322,0.078194444,18.76666667,50,0.062638889,15.03333333,345,0.049791667,11.95,290,0.021736111,5.216666667,NA,0,0,NA,0,345,11.95,290,5.216666667,NA,0,NA,0,389,0.143611111,34.46666667,209,0.128402778,30.81666667,172,0.126319444,30.31666667,182,0.124375,29.85,183,0.077916667,18.7,168,0.119305556,28.63333333,343,0.109652778,26.31666667,427,0.085625,20.55,347,0.060416667,14.5,371,0.024375,5.85,NA,0,0,NA,0,0
267,01/12/2015,Dallas Mavericks,7,115,19,1,Portland Trail Blazers,25,10,11,112,19,1,114,0.168867925,44.75,471,0.152578616,40.43333333,383,0.149937107,39.73333333,478,0.143584906,38.05,123,0.137798742,36.51666667,119,0.088867925,23.55,71,0.066163522,17.53333333,132,0.049496855,13.11666667,226,0.032327044,8.566666667,248,0.010377358,2.75,NA,0,0,NA,0,226,8.566666667,248,2.75,NA,0,NA,0,96,0.155670168,41.25,60,0.149820743,39.7,317,0.078809988,20.88333333,5,0.068935153,18.26666667,352,0.021699478,5.75,14,0.131014529,34.71666667,323,0.120322033,31.88333333,135,0.11931568,31.61666667,156,0.088810617,23.53333333,321,0.06560161,17.38333333,NA,0,0,NA,0,0
