Game.ID,Date,Away.Team,Away.Team.ID,A.Score,away_week,DaysofRest.Away.Team,Home.Team,H.Team.ID,No.of.Players.H,No.of.Players.A,H.Score,home_week,DaysofRest.Home.Team,A.Player1,WA1,A.MP1,A.Player2,WA2,A.MP2,A.Player3,WA3,A.MP3,A.Player4,WA4,A.MP4,A.Player5,WA5,A.MP5,A.Player6,WA6,A.MP6,A.Player7,WA7,A.MP7,A.Player8,WA8,A.MP8,A.Player9,WA9,A.MP9,A.Player10,WA10,A.MP10,A.Player11,WA11,A.MP11,A.Player12,WA12,A.Player9.1,A.MP9.1,A.Player10.1,A.MP10.1,A.Player11.1,A.MP11.1,A.Player12.1,A.MP12,H.Player1,WH1,MP1,H.Player2,WH2,MP2,H.Player3,WH3,MP3,H.Player4,WH4,MP4,H.Player5,WH5,MP5,H.Player6,WH6,MP6,H.Player7,WH7,MP7,H.Player8,WH8,MP8,H.Player9,WH9,MP9,H.Player10,WH10,MP10,H.Player11,WH11,MP11,H.Player12,WH12,MP12
465,28/12/2015,Cleveland Cavaliers,6,101,29,2,Phoenix Suns,24,10,11,97,33,2,293,0.147430556,35.38333333,455,0.131666667,31.6,179,0.126458333,30.35,267,0.104652778,25.11666667,284,0.100694444,24.16666667,320,0.100069444,24.01666667,171,0.089444444,21.46666667,386,0.079305556,19.03333333,444,0.066388889,15.93333333,190,0.053888889,12.93333333,NA,0,0,NA,0,444,15.93333333,190,12.93333333,NA,0,NA,0,361,0.159583333,38.3,52,0.156527778,37.56666667,118,0.120902778,29.01666667,229,0.104791667,25.15,11,0.100347222,24.08333333,428,0.114513889,27.48333333,463,0.091666667,22,395,0.057430556,13.78333333,333,0.049444444,11.86666667,419,0.044791667,10.75,NA,0,0,NA,0,0
466,28/12/2015,Minnesota Timberwolves,18,95,31,2,San Antonio Spurs,27,11,12,101,33,2,27,0.155694444,37.36666667,388,0.152361111,36.56666667,254,0.129583333,31.1,431,0.124722222,29.93333333,266,0.064930556,15.58333333,476,0.102847222,24.68333333,161,0.094861111,22.76666667,4,0.060277778,14.46666667,412,0.047916667,11.5,464,0.047638889,11.43333333,341,0.019166667,4.6,NA,0,412,11.5,464,11.43333333,341,4.6,NA,0,255,0.155763889,37.38333333,448,0.129097222,30.98333333,286,0.112569444,27.01666667,106,0.112083333,26.9,100,0.08875,21.3,46,0.106805556,25.63333333,303,0.1,24,366,0.079930556,19.18333333,43,0.060555556,14.53333333,279,0.042708333,10.25,232,0.011736111,2.816666667,NA,0,0
467,28/12/2015,Philadelphia 76ers,23,91,33,2,Utah Jazz,29,12,11,95,29,2,174,0.133898187,32.13333333,343,0.125980971,30.23333333,183,0.078894368,18.93333333,172,0.072366137,17.36666667,66,0.034932981,8.383333333,168,0.138829085,33.31666667,389,0.109174248,26.2,347,0.105771234,25.38333333,387,0.090284048,21.66666667,427,0.048961733,11.75,209,0.043753038,10.5,260,0.017153969,387,21.66666667,427,11.75,209,10.5,260,4.116666667,160,0.155902778,37.41666667,392,0.113611111,27.26666667,381,0.103125,24.75,208,0.098472222,23.63333333,454,0.097152778,23.31666667,452,0.113125,27.15,453,0.099930556,23.98333333,220,0.082430556,19.78333333,137,0.070069444,16.81666667,76,0.066180556,15.88333333,NA,0,0,NA,0,0
468,28/12/2015,Los Angeles Clippers,13,108,32,2,Washington Wizards,30,12,11,91,29,2,107,0.117013889,28.08333333,79,0.114375,27.45,178,0.101527778,24.36666667,297,0.077777778,18.66666667,370,0.072222222,17.33333333,470,0.127777778,30.66666667,184,0.112708333,27.05,362,0.086388889,20.73333333,86,0.082986111,19.91666667,36,0.0775,18.6,287,0.016388889,3.933333333,49,0.013333333,86,19.91666667,36,18.6,287,3.933333333,49,3.2,151,0.163472222,39.23333333,227,0.150416667,36.1,306,0.1425,34.2,258,0.105208333,25.25,195,0.055208333,13.25,359,0.136597222,32.78333333,377,0.113055556,27.13333333,197,0.07625,18.3,277,0.040902778,9.816666667,108,0.016388889,3.933333333,NA,0,0,NA,0,0
469,29/12/2015,Cleveland Cavaliers,6,93,30,1,Denver Nuggets,8,11,11,87,32,2,267,0.151388889,36.33333333,455,0.144375,34.65,293,0.143263889,34.38333333,320,0.121875,29.25,179,0.106944444,25.66666667,171,0.129444444,31.06666667,335,0.078125,18.75,444,0.063541667,15.25,386,0.0525,12.6,194,0.007777778,1.866666667,190,0.000763889,0.183333333,NA,0,386,12.6,194,1.866666667,190,0.183333333,NA,0,152,0.135625,32.55,262,0.11625,27.9,224,0.101319444,24.31666667,185,0.099444444,23.86666667,276,0.091319444,21.91666667,472,0.142847222,34.28333333,378,0.106111111,25.46666667,348,0.093402778,22.41666667,102,0.08375,20.1,329,0.029930556,7.183333333,NA,0,0,NA,0,0
470,29/12/2015,Atlanta Hawks,1,121,34,1,Houston Rockets,11,10,10,115,33,3,6,0.149642386,35.91666667,369,0.146795361,35.23333333,263,0.144434414,34.66666667,207,0.139851399,33.56666667,280,0.129018818,30.96666667,435,0.087216166,20.93333333,331,0.06069023,14.56666667,417,0.060134713,14.43333333,468,0.042705368,10.25,285,0.039511145,9.483333333,NA,0,0,NA,0,468,10.25,285,9.483333333,NA,0,NA,0,188,0.161458333,38.75,131,0.159861111,38.36666667,451,0.147777778,35.46666667,84,0.123611111,29.66666667,364,0.085416667,20.5,125,0.114305556,27.43333333,457,0.108263889,25.98333333,87,0.072847222,17.48333333,202,0.026458333,6.35,NA,0,0,NA,0,0,NA,0,0
471,29/12/2015,Miami Heat,16,90,31,1,Memphis Grizzlies,15,9,11,99,34,2,159,0.156037736,41.35,74,0.154025157,40.81666667,133,0.141194969,37.41666667,166,0.138993711,36.83333333,302,0.127169811,33.7,460,0.115283019,30.55,155,0.07591195,20.11666667,16,0.047421384,12.56666667,40,0.043962264,11.65,NA,0,0,NA,0,0,NA,0,40,11.65,NA,0,NA,0,NA,0,304,0.167169811,44.3,327,0.144842767,38.38333333,206,0.142327044,37.71666667,477,0.125031447,33.13333333,91,0.100880503,26.73333333,447,0.137610063,36.46666667,311,0.086226415,22.85,467,0.035471698,9.4,402,0.032830189,8.7,193,0.027610063,7.316666667,NA,0,0,NA,0,0
472,29/12/2015,Detroit Pistons,9,96,32,3,New York Knicks,20,10,12,108,33,2,264,0.160347222,38.48333333,146,0.150694444,36.16666667,308,0.150277778,36.06666667,19,0.150277778,36.06666667,385,0.130277778,31.26666667,422,0.078541667,18.85,51,0.069722222,16.73333333,34,0.049722222,11.93333333,32,0.049305556,11.83333333,104,0.010833333,2.6,NA,0,0,NA,0,32,11.83333333,104,2.6,NA,0,NA,0,67,0.157836261,37.88333333,391,0.151517256,36.36666667,241,0.138809805,33.31666667,35,0.130129852,31.23333333,278,0.077564058,18.61666667,288,0.122213735,29.33333333,117,0.075828067,18.2,289,0.069509062,16.68333333,282,0.046732866,11.21666667,213,0.027845289,6.683333333,82,0.002013749,0.483333333,NA,0,0
473,29/12/2015,Milwaukee Bucks,17,123,33,1,Oklahoma City Thunder,21,11,11,131,32,2,157,0.167152778,40.11666667,271,0.15375,36.9,325,0.132013889,31.68333333,162,0.082847222,19.88333333,180,0.074444444,17.86666667,355,0.107083333,25.7,225,0.104722222,25.13333333,214,0.081458333,19.55,228,0.07,16.8,379,0.014097222,3.383333333,332,0.012430556,2.983333333,NA,0,228,16.8,379,3.383333333,332,2.983333333,NA,0,265,0.160983402,38.63333333,409,0.150357664,36.08333333,400,0.144940621,34.78333333,426,0.100423641,24.1,22,0.083755816,20.1,122,0.09854851,23.65,141,0.091047989,21.85,65,0.065560108,15.73333333,31,0.054726023,13.13333333,344,0.049656226,11.91666667,NA,0,0,NA,0,0
474,30/12/2015,Los Angeles Lakers,14,112,33,2,Boston Celtics,2,9,12,104,32,3,296,0.144861111,34.76666667,234,0.139305556,33.43333333,274,0.138125,33.15,396,0.097986111,23.51666667,290,0.072291667,17.35,93,0.115833333,27.8,247,0.110486111,26.51666667,50,0.102013889,24.48333333,345,0.079097222,18.98333333,NA,0,0,NA,0,0,NA,0,345,18.98333333,NA,0,NA,0,NA,0,181,0.151447816,36.35,37,0.147350878,35.36666667,173,0.145476009,34.91666667,196,0.099020901,23.76666667,17,0.076522464,18.36666667,148,0.110686758,26.56666667,257,0.085896813,20.61666667,105,0.063815013,15.31666667,309,0.045413513,10.9,230,0.041733213,10.01666667,192,0.032636622,7.833333333,NA,0,0
475,30/12/2015,Los Angeles Clippers,13,122,33,2,Charlotte Hornets,4,11,11,117,31,2,107,0.137916667,33.1,79,0.126111111,30.26666667,297,0.119027778,28.56666667,178,0.112986111,27.11666667,370,0.088819444,21.31666667,184,0.102361111,24.56666667,470,0.086527778,20.76666667,36,0.082638889,19.83333333,362,0.073888889,17.73333333,86,0.060138889,14.43333333,287,0.009583333,2.3,NA,0,362,17.73333333,86,14.43333333,287,2.3,NA,0,346,0.175763889,42.18333333,259,0.154722222,37.13333333,85,0.117986111,28.31666667,316,0.101319444,24.31666667,360,0.091527778,21.96666667,150,0.118958333,28.55,211,0.093819444,22.51666667,54,0.077013889,18.48333333,459,0.0625,15,456,0.006388889,1.533333333,NA,0,0,NA,0,0
476,30/12/2015,Indiana Pacers,12,100,31,2,Chicago Bulls,5,9,10,102,30,2,368,0.158553459,42.01666667,154,0.147924528,39.2,291,0.143081761,37.91666667,336,0.133647799,35.41666667,170,0.099119497,26.26666667,393,0.118742138,31.46666667,338,0.081132075,21.5,418,0.076289308,20.21666667,72,0.041509434,11,NA,0,0,NA,0,0,NA,0,72,11,NA,0,NA,0,NA,0,216,0.165031447,43.73333333,367,0.141257862,37.43333333,429,0.141132075,37.4,349,0.075157233,19.91666667,272,0.047421384,12.56666667,1,0.154402516,40.91666667,449,0.100943396,26.75,44,0.098113208,26,127,0.076540881,20.28333333,NA,0,0,NA,0,0,NA,0,0
477,30/12/2015,Golden State Warriors,10,91,31,2,Dallas Mavericks,7,10,12,114,32,2,53,0.147638889,35.43333333,273,0.141458333,33.95,128,0.128958333,30.95,24,0.097916667,23.5,415,0.086111111,20.66666667,20,0.102013889,24.48333333,169,0.099027778,23.76666667,315,0.088263889,21.18333333,191,0.066388889,15.93333333,203,0.042222222,10.13333333,NA,0,0,NA,0,191,15.93333333,203,10.13333333,NA,0,NA,0,175,0.132189992,31.21666667,69,0.131625379,31.08333333,123,0.119909662,28.31666667,471,0.108335098,25.58333333,478,0.103606465,24.46666667,132,0.107699908,25.43333333,383,0.090761522,21.43333333,119,0.085821159,20.26666667,71,0.052508999,12.4,210,0.022796245,5.383333333,226,0.022796245,5.383333333,248,0.021949326,5.183333333
478,30/12/2015,Utah Jazz,29,80,30,2,Minnesota Timberwolves,18,10,12,94,32,2,160,0.148125,35.55,392,0.141944444,34.06666667,208,0.120208333,28.85,454,0.075763889,18.18333333,381,0.045138889,10.83333333,453,0.154861111,37.16666667,452,0.144097222,34.58333333,220,0.073680556,17.68333333,76,0.07125,17.1,137,0.024930556,5.983333333,NA,0,0,NA,0,76,17.1,137,5.983333333,NA,0,NA,0,27,0.170069444,40.81666667,388,0.148958333,35.75,254,0.131319444,31.51666667,431,0.102638889,24.63333333,266,0.074305556,17.83333333,161,0.106666667,25.6,412,0.078888889,18.93333333,4,0.065902778,15.81666667,464,0.051041667,12.25,476,0.048402778,11.61666667,341,0.021805556,5.233333333,NA,0,0
479,30/12/2015,Brooklyn Nets,3,93,32,2,Orlando Magic,22,10,12,100,32,2,56,0.163344677,39.2,45,0.159872213,38.36666667,221,0.142926592,34.3,200,0.137648448,33.03333333,436,0.112924509,27.1,414,0.099104104,23.78333333,469,0.070838253,17,23,0.059309674,14.23333333,474,0.036599764,8.783333333,438,0.017431766,4.183333333,NA,0,0,NA,0,474,8.783333333,438,4.183333333,NA,0,NA,0,147,0.168541667,40.45,445,0.152361111,36.56666667,351,0.146458333,35.15,70,0.093055556,22.33333333,136,0.02,4.8,466,0.122291667,29.35,2,0.108472222,26.03333333,413,0.071597222,17.18333333,312,0.033333333,8,26,0.030347222,7.283333333,201,0.027291667,6.55,121,0.02625,6.3
480,30/12/2015,Denver Nuggets,8,103,33,1,Portland Trail Blazers,25,10,11,110,34,3,152,0.169108966,40.58333333,185,0.16876172,40.5,262,0.122994652,29.51666667,224,0.094242656,22.61666667,276,0.049656226,11.91666667,472,0.150357664,36.08333333,348,0.076533093,18.36666667,378,0.063615529,15.26666667,102,0.054795472,13.15,329,0.049934023,11.98333333,NA,0,0,NA,0,102,13.15,329,11.98333333,NA,0,NA,0,60,0.151875,36.45,5,0.137986111,33.11666667,14,0.134583333,32.3,317,0.11625,27.9,352,0.067222222,16.13333333,321,0.106666667,25.6,323,0.091597222,21.98333333,156,0.078541667,18.85,135,0.065208333,15.65,442,0.050069444,12.01666667,NA,0,0,NA,0,0
481,30/12/2015,Philadelphia 76ers,23,110,34,2,Sacramento Kings,26,11,10,105,32,2,209,0.142777778,34.26666667,174,0.135694444,32.56666667,172,0.13125,31.5,343,0.111736111,26.81666667,183,0.071736111,17.21666667,389,0.106111111,25.46666667,182,0.082708333,19.85,347,0.080347222,19.28333333,427,0.064305556,15.43333333,168,0.052291667,12.55,387,0.021041667,5.05,NA,0,427,15.43333333,168,12.55,387,5.05,NA,0,375,0.16375,39.3,357,0.150277778,36.06666667,111,0.143194444,34.36666667,397,0.132777778,31.86666667,39,0.077916667,18.7,307,0.125069444,30.01666667,103,0.119583333,28.7,275,0.049375,11.85,372,0.038055556,9.133333333,NA,0,0,NA,0,0,NA,0,0
482,30/12/2015,Phoenix Suns,24,79,34,2,San Antonio Spurs,27,12,12,112,34,2,52,0.115202412,26.75,361,0.105799598,24.56666667,118,0.103000287,23.91666667,229,0.065173701,15.13333333,11,0.050244042,11.66666667,463,0.11139822,25.86666667,428,0.096181453,22.33333333,58,0.091515935,21.25,314,0.086706862,20.13333333,33,0.072925639,16.93333333,419,0.058498421,13.58333333,333,0.043353431,314,20.13333333,33,16.93333333,419,13.58333333,333,10.06666667,255,0.126375602,29.28333333,286,0.125800187,29.15,448,0.098683737,22.86666667,100,0.091994534,21.31666667,106,0.086959649,20.15,46,0.084442207,19.56666667,232,0.080773934,18.71666667,303,0.075667122,17.53333333,366,0.072718118,16.85,43,0.065309645,15.13333333,319,0.051787384,12,279,0.03948788,9.15
483,30/12/2015,Washington Wizards,30,91,30,2,Toronto Raptors,28,9,10,94,33,2,227,0.17,40.8,359,0.151180556,36.28333333,195,0.151111111,36.26666667,306,0.150347222,36.08333333,151,0.131597222,31.58333333,377,0.115138889,27.63333333,258,0.057638889,13.83333333,277,0.049652778,11.91666667,197,0.023333333,5.6,NA,0,0,NA,0,0,NA,0,197,5.6,NA,0,NA,0,NA,0,110,0.153888889,36.93333333,281,0.145625,34.95,112,0.109305556,26.23333333,300,0.087638889,21.03333333,231,0.087013889,20.88333333,433,0.118958333,28.55,41,0.112986111,27.11666667,89,0.099930556,23.98333333,365,0.084652778,20.31666667,NA,0,0,NA,0,0,NA,0,0
484,31/12/2015,Minnesota Timberwolves,18,90,33,1,Detroit Pistons,9,10,12,115,33,2,254,0.146041667,35.05,27,0.145208333,34.85,388,0.115694444,27.76666667,431,0.102708333,24.65,161,0.091597222,21.98333333,341,0.106736111,25.61666667,476,0.103333333,24.8,412,0.095069444,22.81666667,464,0.054791667,13.15,98,0.038819444,9.316666667,NA,0,0,NA,0,464,13.15,98,9.316666667,NA,0,NA,0,264,0.154236111,37.01666667,308,0.142638889,34.23333333,19,0.128055556,30.73333333,146,0.118888889,28.53333333,385,0.112986111,27.11666667,422,0.089722222,21.53333333,51,0.087013889,20.88333333,32,0.067013889,16.08333333,34,0.057847222,13.88333333,104,0.014097222,3.383333333,223,0.014097222,3.383333333,384,0.013402778,3.216666667
485,31/12/2015,Golden State Warriors,10,114,32,1,Houston Rockets,11,9,11,110,34,2,273,0.166678242,40,128,0.156816446,37.63333333,24,0.151260504,36.3,415,0.139454129,33.46666667,53,0.057295646,13.75,20,0.135426071,32.5,169,0.107229669,25.73333333,315,0.04646156,11.15,191,0.039377735,9.45,NA,0,0,NA,0,0,NA,0,191,9.45,NA,0,NA,0,NA,0,451,0.155138889,37.23333333,131,0.146111111,35.06666667,188,0.143333333,34.4,364,0.126111111,30.26666667,84,0.098333333,23.6,310,0.109652778,26.31666667,457,0.073888889,17.73333333,87,0.060694444,14.56666667,432,0.060694444,14.56666667,125,0.026041667,6.25,NA,0,0,NA,0,0
486,31/12/2015,Milwaukee Bucks,17,120,34,2,Indiana Pacers,12,9,11,116,32,1,325,0.159375,38.25,157,0.155555556,37.33333333,271,0.153541667,36.85,180,0.124305556,29.83333333,162,0.123958333,29.75,214,0.104236111,25.01666667,355,0.093958333,22.55,225,0.056527778,13.56666667,379,0.028541667,6.85,NA,0,0,NA,0,0,NA,0,379,6.85,NA,0,NA,0,NA,0,154,0.159861111,38.36666667,368,0.14,33.6,336,0.136180556,32.68333333,61,0.122916667,29.5,291,0.109097222,26.18333333,393,0.103958333,24.95,418,0.076875,18.45,338,0.071388889,17.13333333,72,0.06,14.4,416,0.019722222,4.733333333,NA,0,0,NA,0,0
487,31/12/2015,Los Angeles Clippers,13,95,34,1,New Orleans Pelicans,19,10,11,89,32,3,107,0.150416667,36.1,79,0.135833333,32.6,178,0.12,28.8,297,0.108055556,25.93333333,370,0.085555556,20.53333333,470,0.113541667,27.25,184,0.091527778,21.96666667,36,0.086458333,20.75,362,0.064166667,15.4,86,0.044444444,10.66666667,NA,0,0,NA,0,362,15.4,86,10.66666667,NA,0,NA,0,30,0.159236111,38.21666667,143,0.147569444,35.41666667,462,0.140625,33.75,356,0.085555556,20.53333333,15,0.056944444,13.66666667,354,0.143680556,34.48333333,401,0.121805556,29.23333333,246,0.11625,27.9,101,0.014791667,3.55,13,0.013541667,3.25,NA,0,0,NA,0,0
488,31/12/2015,Phoenix Suns,24,106,35,1,Oklahoma City Thunder,21,8,12,110,33,2,52,0.176805556,42.43333333,361,0.173055556,41.53333333,428,0.170416667,40.9,118,0.162569444,39.01666667,463,0.127430556,30.58333333,333,0.097152778,23.31666667,11,0.069375,16.65,58,0.023194444,5.566666667,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,265,0.164583333,39.5,400,0.143611111,34.46666667,409,0.12375,29.7,22,0.105069444,25.21666667,426,0.104097222,24.98333333,122,0.117361111,28.16666667,141,0.059791667,14.35,65,0.056388889,13.53333333,283,0.053472222,12.83333333,31,0.040763889,9.783333333,344,0.031111111,7.466666667,NA,0,0
489,31/12/2015,Portland Trail Blazers,25,96,35,1,Utah Jazz,29,12,12,109,31,1,60,0.167569444,40.21666667,14,0.138819444,33.31666667,5,0.106875,25.65,317,0.083958333,20.15,352,0.078055556,18.73333333,323,0.138194444,33.16666667,442,0.096666667,23.2,321,0.090833333,21.8,135,0.039930556,9.583333333,156,0.033819444,8.116666667,363,0.012638889,3.033333333,299,0.012638889,135,9.583333333,156,8.116666667,363,3.033333333,299,3.033333333,208,0.145208333,34.85,160,0.139166667,33.4,454,0.132847222,31.88333333,392,0.122152778,29.31666667,381,0.077638889,18.63333333,453,0.122361111,29.36666667,452,0.107083333,25.7,220,0.072777778,17.46666667,76,0.063680556,15.28333333,440,0.008541667,2.05,137,0.008541667,2.05,NA,0,0
490,01/01/2016,New York Knicks,20,81,34,3,Chicago Bulls,5,12,12,108,31,2,67,0.153194444,36.76666667,241,0.144097222,34.58333333,35,0.121041667,29.05,278,0.117986111,28.31666667,391,0.089930556,21.58333333,288,0.110416667,26.5,117,0.070833333,17,289,0.063472222,15.23333333,269,0.050763889,12.18333333,282,0.048680556,11.68333333,213,0.014791667,3.55,407,0.014791667,269,12.18333333,282,11.68333333,213,3.55,407,3.55,216,0.142569444,34.21666667,349,0.12875,30.9,367,0.120277778,28.86666667,429,0.105347222,25.28333333,272,0.068541667,16.45,44,0.124375,29.85,127,0.085347222,20.48333333,449,0.084236111,20.21666667,134,0.075902778,18.21666667,1,0.055555556,13.33333333,64,0.009097222,2.183333333,NA,0,0
491,01/01/2016,Philadelphia 76ers,23,84,35,2,Los Angeles Lakers,14,10,10,93,34,2,209,0.129027778,30.96666667,172,0.129027778,30.96666667,343,0.115138889,27.63333333,174,0.106041667,25.45,183,0.081944444,19.66666667,347,0.120625,28.95,182,0.096875,23.25,427,0.093958333,22.55,389,0.093680556,22.48333333,387,0.033680556,8.083333333,NA,0,0,NA,0,389,22.48333333,387,8.083333333,NA,0,NA,0,296,0.153680556,36.88333333,234,0.138958333,33.35,290,0.101875,24.45,396,0.095208333,22.85,29,0.090902778,21.81666667,345,0.11,26.4,93,0.107361111,25.76666667,50,0.103888889,24.93333333,247,0.098125,23.55,NA,0,0,NA,0,0,NA,0,0
492,01/01/2016,Dallas Mavericks,7,82,33,2,Miami Heat,16,12,12,106,32,3,471,0.132186732,31.38333333,69,0.114075114,27.08333333,123,0.113162513,26.86666667,175,0.10979291,26.06666667,478,0.105440505,25.03333333,383,0.092383292,21.93333333,71,0.087679888,20.81666667,114,0.086205686,20.46666667,132,0.058125658,13.8,204,0.03994384,9.483333333,226,0.034327834,8.15,210,0.026676027,132,13.8,204,9.483333333,226,8.15,210,6.333333333,74,0.140763889,33.78333333,166,0.134652778,32.31666667,159,0.127222222,30.53333333,302,0.122986111,29.51666667,460,0.106180556,25.48333333,155,0.137986111,33.11666667,40,0.088611111,21.26666667,133,0.078263889,18.78333333,16,0.038611111,9.266666667,465,0.012361111,2.966666667,73,0.012361111,2.966666667,NA,0,0
493,01/01/2016,Charlotte Hornets,4,94,32,2,Toronto Raptors,28,9,11,104,34,2,346,0.173541667,41.65,259,0.151805556,36.43333333,85,0.125138889,30.03333333,316,0.11,26.4,360,0.085625,20.55,211,0.115763889,27.78333333,150,0.113472222,27.23333333,54,0.070763889,16.98333333,459,0.053888889,12.93333333,NA,0,0,NA,0,0,NA,0,459,12.93333333,NA,0,NA,0,NA,0,281,0.172013889,41.28333333,110,0.152708333,36.65,112,0.104722222,25.13333333,231,0.100208333,24.05,300,0.08875,21.3,41,0.099791667,23.95,365,0.094375,22.65,433,0.090625,21.75,89,0.075277778,18.06666667,189,0.021527778,5.166666667,NA,0,0,NA,0,0
494,01/01/2016,Orlando Magic,22,91,33,2,Washington Wizards,30,12,10,103,31,2,445,0.150208333,36.05,351,0.132569444,31.81666667,147,0.115069444,27.61666667,136,0.100416667,24.1,70,0.090555556,21.73333333,466,0.129791667,31.15,2,0.104097222,24.98333333,201,0.063125,15.15,312,0.062777778,15.06666667,26,0.042777778,10.26666667,121,0.004305556,1.033333333,413,0.004305556,312,15.06666667,26,10.26666667,121,1.033333333,413,1.033333333,227,0.162361111,38.96666667,359,0.160625,38.55,306,0.147291667,35.35,195,0.136111111,32.66666667,151,0.121527778,29.16666667,377,0.115,27.6,258,0.086805556,20.83333333,277,0.052708333,12.65,129,0.017569444,4.216666667,NA,0,0,NA,0,0,NA,0,0
495,02/01/2016,Brooklyn Nets,3,100,33,3,Boston Celtics,2,10,12,97,33,3,221,0.160555556,38.53333333,56,0.159097222,38.18333333,436,0.136875,32.85,45,0.134861111,32.36666667,200,0.095,22.8,414,0.100763889,24.18333333,469,0.095555556,22.93333333,474,0.050833333,12.2,23,0.033611111,8.066666667,124,0.032847222,7.883333333,NA,0,0,NA,0,23,8.066666667,124,7.883333333,NA,0,NA,0,173,0.151388889,36.33333333,181,0.128194444,30.76666667,17,0.122708333,29.45,196,0.076041667,18.25,37,0.043819444,10.51666667,148,0.155277778,37.26666667,309,0.101944444,24.46666667,230,0.067013889,16.08333333,257,0.051736111,12.41666667,105,0.040138889,9.633333333,192,0.034097222,8.183333333,461,0.027638889,6.633333333
496,02/01/2016,Oklahoma City Thunder,21,109,34,2,Charlotte Hornets,4,12,12,90,33,1,265,0.147222222,35.33333333,409,0.129097222,30.98333333,400,0.128263889,30.78333333,426,0.071666667,17.2,22,0.061319444,14.71666667,122,0.10375,24.9,141,0.100277778,24.06666667,65,0.082361111,19.76666667,31,0.076805556,18.43333333,283,0.060902778,14.61666667,344,0.0275,6.6,334,0.010833333,31,18.43333333,283,14.61666667,344,6.6,334,2.6,259,0.149305556,35.83333333,212,0.140972222,33.83333333,316,0.115069444,27.61666667,85,0.095069444,22.81666667,360,0.089444444,21.46666667,150,0.137083333,32.9,211,0.105,25.2,456,0.074930556,17.98333333,459,0.061319444,14.71666667,3,0.015902778,3.816666667,54,0.015902778,3.816666667,NA,0,0
497,02/01/2016,Orlando Magic,22,79,34,1,Cleveland Cavaliers,6,12,12,104,31,4,147,0.116458333,27.95,445,0.090763889,21.78333333,136,0.068402778,16.41666667,70,0.056180556,13.48333333,351,0.053611111,12.86666667,26,0.114861111,27.56666667,312,0.112361111,26.96666667,2,0.109375,26.25,121,0.090833333,21.8,413,0.073819444,17.71666667,466,0.057777778,13.86666667,201,0.055555556,121,21.8,413,17.71666667,466,13.86666667,201,13.33333333,293,0.125312746,29.21666667,267,0.124097505,28.93333333,455,0.123740081,28.85,284,0.091929373,21.43333333,179,0.08449496,19.7,171,0.092000858,21.45,386,0.0805633,18.78333333,320,0.080491815,18.76666667,190,0.078990635,18.41666667,444,0.055543641,12.95,335,0.033454857,7.8,194,0.029380227,6.85
498,02/01/2016,New Orleans Pelicans,19,105,33,2,Dallas Mavericks,7,9,11,98,34,1,30,0.178472222,42.83333333,354,0.158333333,38,143,0.154097222,36.98333333,15,0.105625,25.35,356,0.082291667,19.75,246,0.125069444,30.01666667,401,0.121111111,29.06666667,446,0.057638889,13.83333333,261,0.017361111,4.166666667,NA,0,0,NA,0,0,NA,0,261,4.166666667,NA,0,NA,0,NA,0,471,0.147083333,35.3,478,0.144444444,34.66666667,69,0.142569444,34.21666667,123,0.137222222,32.93333333,175,0.112569444,27.01666667,383,0.109861111,26.36666667,114,0.087916667,21.1,204,0.054791667,13.15,132,0.036597222,8.783333333,71,0.026944444,6.466666667,NA,0,0,NA,0,0
499,02/01/2016,Denver Nuggets,8,108,34,3,Golden State Warriors,10,10,10,111,33,2,185,0.172704403,45.76666667,99,0.155283019,41.15,152,0.148301887,39.3,262,0.108930818,28.86666667,348,0.020377358,5.4,472,0.186792453,49.5,378,0.078993711,20.93333333,102,0.06591195,17.46666667,329,0.044654088,11.83333333,252,0.018050314,4.783333333,NA,0,0,NA,0,329,11.83333333,252,4.783333333,NA,0,NA,0,273,0.173448211,45.96666667,128,0.165398403,43.83333333,20,0.162882838,43.16666667,24,0.09357902,24.8,423,0.054273316,14.38333333,169,0.140871643,37.33333333,415,0.095214137,25.23333333,315,0.068046035,18.03333333,203,0.046286397,12.26666667,NA,0,0,NA,0,0,NA,0,0
500,02/01/2016,Detroit Pistons,9,82,34,2,Indiana Pacers,12,9,11,94,33,2,264,0.172638889,41.43333333,308,0.150138889,36.03333333,19,0.149375,35.85,146,0.133125,31.95,385,0.119652778,28.71666667,51,0.080347222,19.28333333,422,0.077222222,18.53333333,32,0.066875,16.05,34,0.050625,12.15,NA,0,0,NA,0,0,NA,0,34,12.15,NA,0,NA,0,NA,0,154,0.154166667,37,336,0.140208333,33.65,368,0.135833333,32.6,291,0.087638889,21.03333333,170,0.065,15.6,61,0.106805556,25.63333333,393,0.105625,25.35,237,0.092013889,22.08333333,418,0.069722222,16.73333333,338,0.042986111,10.31666667,NA,0,0,NA,0,0
